Index,ID,Obdobie (rok),Organizácia - typ súdu,Organizácia - skratka,TČ P Z OZ,Dôvody väzby (zoznam spolu),Väzba trvá / skončila / vec vrátená,71a,71b,71c,Dátum vzatia do väzby - dátum a čas,Začiatok súdnej väzby - dátum,Začiatok väzby na súde I. stupňa - dátum,Začiatok väzby na súde II. stupňa - dátum,Dátum rozhodnutia súdu II. stupňa,Dôvod skončenia väzby,Vec je na odvolacom súde,Dotazník - podkategória,Väzba skončila na súde I. stupňa - dátum a čas,Väzba skončila na súde II. stupňa - dátum a čas
0,1,2019,ŠTS,ŠTS,OZ,"01 - podľa § 71 (1) a/,02 - podľa § 71 (1) b/,03 - podľa § 71 (1) c/",03 - väzba trvá,1,1,1,2018-09-28 09:20:00,2019-10-21 00:00:00,,,,,Nie,V 5-12,,
1,1,2019,ŠTS,ŠTS,P,"01 - podľa § 71 (1) a/,03 - podľa § 71 (1) c/",01 - väzba skončila na súde I. stupňa,1,,1,2019-09-06 18:00:00,2019-10-04 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2019-11-04 00:00:00,
2,1,2019,ŠTS,ŠTS,OZ,,02 - väzba skončila na súde II. stupňa,,,,2016-05-17 00:00:00,2018-01-12 00:00:00,,,,01 - odsúdením,Nie,V 5-12,,2019-10-08 00:00:00
3,1,2019,ŠTS,ŠTS,OZ,,03 - väzba trvá,,,,2018-09-19 00:00:00,2019-03-19 00:00:00,,,,,Nie,V 5-12,,
4,1,2019,ŠTS,ŠTS,Z,03 - podľa § 71 (1) c/,02 - väzba skončila na súde II. stupňa,,,1,2018-08-07 06:02:00,2019-07-11 00:00:00,,,,08 - prepustením na základe žiadosti,Nie,V 5-12,,2019-08-12 00:00:00
5,1,2019,ŠTS,ŠTS,Z,,02 - väzba skončila na súde II. stupňa,,,,2018-09-12 00:00:00,2018-09-12 00:00:00,,,,01 - odsúdením,Nie,V 5-12,,2019-03-27 00:00:00
6,1,2019,ŠTS,ŠTS,OZ,,03 - väzba trvá,,,,2017-03-06 00:00:00,2018-10-29 00:00:00,,,,,Nie,V 5-12,,
7,1,2019,ŠTS,ŠTS,OZ,,03 - väzba trvá,,,,2017-03-06 00:00:00,2018-10-29 00:00:00,,,,,Nie,V 5-12,,
8,1,2019,ŠTS,ŠTS,OZ,11 - podľa iného ust.,02 - väzba skončila na súde II. stupňa,,,,2018-12-27 15:30:00,2019-09-10 00:00:00,,,,11 - inak,Nie,V 5-12,,2019-10-09 00:00:00
9,1,2019,ŠTS,ŠTS,OZ,,02 - väzba skončila na súde II. stupňa,,,,2016-05-17 00:00:00,2018-01-12 00:00:00,,,,01 - odsúdením,Áno,V 5-12,,2019-11-12 00:00:00
10,1,2019,ŠTS,ŠTS,OZ,,03 - väzba trvá,,,,2019-02-14 00:00:00,2019-06-10 00:00:00,,,,,Nie,V 5-12,,
11,1,2019,ŠTS,ŠTS,P,,01 - väzba skončila na súde I. stupňa,,,,2019-10-17 00:00:00,2019-11-06 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2019-11-18 00:00:00,
12,1,2019,ŠTS,ŠTS,P,01 - podľa § 71 (1) a/,01 - väzba skončila na súde I. stupňa,1,,,2018-09-16 10:40:00,2019-03-07 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2019-03-22 00:00:00,
13,1,2019,ŠTS,ŠTS,OZ,,01 - väzba skončila na súde I. stupňa,,,,2016-05-17 00:00:00,2018-01-12 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2019-04-10 00:00:00,
14,1,2019,ŠTS,ŠTS,P,,01 - väzba skončila na súde I. stupňa,,,,2018-07-26 00:00:00,2019-01-15 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2019-01-30 00:00:00,
15,1,2019,ŠTS,ŠTS,OZ,"01 - podľa § 71 (1) a/,02 - podľa § 71 (1) b/,03 - podľa § 71 (1) c/",03 - väzba trvá,1,1,1,2018-06-20 17:10:00,2019-03-19 00:00:00,,,,,Nie,V 5-12,,
16,1,2019,ŠTS,ŠTS,OZ,,02 - väzba skončila na súde II. stupňa,,,,2017-09-27 00:00:00,2018-02-13 00:00:00,,,,01 - odsúdením,Áno,V 5-12,,2019-02-05 00:00:00
17,1,2019,ŠTS,ŠTS,OZ,,03 - väzba trvá,,,,2019-04-03 00:00:00,2020-01-10 00:00:00,,,,,Nie,V 5-12,,
18,1,2019,ŠTS,ŠTS,OZ,01 - podľa § 71 (1) a/,01 - väzba skončila na súde I. stupňa,1,,,2018-09-17 14:30:00,2019-03-07 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2019-03-22 00:00:00,
19,1,2019,ŠTS,ŠTS,OZ,03 - podľa § 71 (1) c/,01 - väzba skončila na súde I. stupňa,,,1,2018-12-11 23:07:00,2019-12-03 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2019-12-11 00:00:00,
20,1,2019,ŠTS,ŠTS,OZ,"01 - podľa § 71 (1) a/,02 - podľa § 71 (1) b/,03 - podľa § 71 (1) c/",03 - väzba trvá,1,1,1,2018-09-27 04:05:00,2019-10-21 00:00:00,,,,,Nie,V 5-12,,
21,1,2019,ŠTS,ŠTS,OZ,,02 - väzba skončila na súde II. stupňa,,,,2016-05-17 00:00:00,2018-01-12 00:00:00,,,,01 - odsúdením,Nie,V 5-12,,2019-10-08 00:00:00
22,1,2019,ŠTS,ŠTS,OZ,"01 - podľa § 71 (1) a/,03 - podľa § 71 (1) c/",03 - väzba trvá,1,,1,2018-10-03 06:00:00,2019-08-02 00:00:00,,,,,Nie,V 5-12,,
23,1,2019,ŠTS,ŠTS,OZ,,02 - väzba skončila na súde II. stupňa,,,,2018-08-22 00:00:00,2018-08-22 00:00:00,,,,01 - odsúdením,Áno,V 5-12,,2019-03-05 00:00:00
24,1,2019,ŠTS,ŠTS,Z,"02 - podľa § 71 (1) b/,03 - podľa § 71 (1) c/",01 - väzba skončila na súde I. stupňa,,1,1,2019-05-29 03:00:00,2019-10-11 00:00:00,,,,11 - inak,Nie,V 5-12,2019-10-24 10:00:00,
25,1,2019,ŠTS,ŠTS,OZ,"01 - podľa § 71 (1) a/,02 - podľa § 71 (1) b/,03 - podľa § 71 (1) c/",03 - väzba trvá,1,1,1,2018-09-27 04:00:00,2019-10-21 00:00:00,,,,,Nie,V 5-12,,
26,1,2019,ŠTS,ŠTS,OZ,,02 - väzba skončila na súde II. stupňa,,,,2017-09-15 00:00:00,2018-08-10 00:00:00,,,,01 - odsúdením,Nie,V 5-12,,2019-05-15 00:00:00
27,1,2019,ŠTS,ŠTS,P,"01 - podľa § 71 (1) a/,03 - podľa § 71 (1) c/",01 - väzba skončila na súde I. stupňa,1,,1,2019-03-18 21:55:00,2019-05-13 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2019-06-10 00:00:00,
28,1,2019,ŠTS,ŠTS,OZ,"03 - podľa § 71 (1) c/,05 - podľa § 71 (3) a/",03 - väzba trvá,,,1,2018-09-27 04:06:00,2019-10-21 00:00:00,,,,,Nie,V 5-12,,
29,1,2019,ŠTS,ŠTS,OZ,,01 - väzba skončila na súde I. stupňa,,,,2016-08-15 00:00:00,2018-01-12 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2019-04-10 00:00:00,
30,1,2020,ŠTS,ŠTS,OZ,"01 - podľa § 71 (1) a/,02 - podľa § 71 (1) b/,03 - podľa § 71 (1) c/",01 - väzba skončila na súde I. stupňa,1,1,1,2018-09-28 09:20:00,2019-10-21 00:00:00,,,,02 - oslobodením,Áno,V 5-12,2020-09-03 00:00:00,
31,1,2020,ŠTS,ŠTS,OZ,,01 - väzba skončila na súde I. stupňa,,,,2018-11-24 00:00:00,2020-04-20 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2020-05-07 00:00:00,
32,1,2020,ŠTS,ŠTS,OZ,,01 - väzba skončila na súde I. stupňa,,,,2018-11-24 00:00:00,2020-04-20 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2020-05-07 00:00:00,
33,1,2020,ŠTS,ŠTS,OZ,,02 - väzba skončila na súde II. stupňa,,,,2018-09-19 00:00:00,2019-03-19 00:00:00,,,,01 - odsúdením,Nie,V 5-12,,2020-05-13 00:00:00
34,1,2020,ŠTS,ŠTS,OZ,"01 - podľa § 71 (1) a/,03 - podľa § 71 (1) c/",01 - väzba skončila na súde I. stupňa,1,,1,2018-07-12 00:00:00,2020-04-20 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2020-05-07 00:00:00,
35,1,2020,ŠTS,ŠTS,OZ,,01 - väzba skončila na súde I. stupňa,,,,2018-11-24 00:00:00,2020-04-20 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2020-05-07 00:00:00,
36,1,2020,ŠTS,ŠTS,OZ,,03 - väzba trvá,,,,2017-03-06 00:00:00,2018-10-29 00:00:00,,,,,Nie,V 5-12,,
37,1,2020,ŠTS,ŠTS,OZ,,03 - väzba trvá,,,,2017-03-06 00:00:00,2018-10-29 00:00:00,,,,,Nie,V 5-12,,
38,1,2020,ŠTS,ŠTS,OZ,"01 - podľa § 71 (1) a/,02 - podľa § 71 (1) b/,03 - podľa § 71 (1) c/",01 - väzba skončila na súde I. stupňa,1,1,1,2020-04-29 09:13:00,2020-10-20 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2020-11-11 09:00:00,
39,1,2020,ŠTS,ŠTS,OZ,"01 - podľa § 71 (1) a/,02 - podľa § 71 (1) b/,03 - podľa § 71 (1) c/",03 - väzba trvá,1,1,1,2019-02-21 04:00:00,2020-03-10 00:00:00,,,,,Nie,V 5-12,,
40,1,2020,ŠTS,ŠTS,OZ,"01 - podľa § 71 (1) a/,02 - podľa § 71 (1) b/,03 - podľa § 71 (1) c/",03 - väzba trvá,1,1,1,2019-02-21 04:05:00,2020-03-10 00:00:00,,,,,Nie,V 5-12,,
41,1,2020,ŠTS,ŠTS,OZ,,03 - väzba trvá,,,,2019-02-14 00:00:00,2019-06-10 00:00:00,,,,,Áno,V 5-12,,
42,1,2020,ŠTS,ŠTS,OZ,,03 - väzba trvá,,,,2018-11-24 00:00:00,2020-05-07 00:00:00,,,,,Nie,V 5-12,,
43,1,2020,ŠTS,ŠTS,Z,"01 - podľa § 71 (1) a/,02 - podľa § 71 (1) b/,03 - podľa § 71 (1) c/",01 - väzba skončila na súde I. stupňa,1,1,1,2019-08-08 00:00:00,2020-08-06 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2020-12-04 00:00:00,
44,1,2020,ŠTS,ŠTS,OZ,,03 - väzba trvá,,,,2019-01-19 00:00:00,2020-05-07 00:00:00,,,,,Nie,V 5-12,,
45,1,2020,ŠTS,ŠTS,OZ,,03 - väzba trvá,,,,2019-06-03 00:00:00,2020-10-27 00:00:00,,,,,Nie,V 5-12,,
46,1,2020,ŠTS,ŠTS,OZ,"02 - podľa § 71 (1) b/,03 - podľa § 71 (1) c/",03 - väzba trvá,,1,1,2019-11-14 13:05:00,2020-05-14 00:00:00,,,,,Áno,V 5-12,,
47,1,2020,ŠTS,ŠTS,OZ,"01 - podľa § 71 (1) a/,02 - podľa § 71 (1) b/,03 - podľa § 71 (1) c/",03 - väzba trvá,1,1,1,2019-02-21 04:00:00,2020-03-10 00:00:00,,,,,Nie,V 5-12,,
48,1,2020,ŠTS,ŠTS,OZ,,03 - väzba trvá,,,,2019-08-04 00:00:00,2020-05-11 00:00:00,,,,,Nie,V 5-12,,
49,1,2020,ŠTS,ŠTS,OZ,"01 - podľa § 71 (1) a/,03 - podľa § 71 (1) c/",03 - väzba trvá,1,,1,2020-04-15 13:15:00,2020-09-11 00:00:00,,,,,Nie,V 5-12,,
50,1,2020,ŠTS,ŠTS,OZ,02 - podľa § 71 (1) b/,03 - väzba trvá,,1,,2019-11-02 12:28:00,2020-04-07 00:00:00,,,,,Nie,V 5-12,,
51,1,2020,ŠTS,ŠTS,OZ,,01 - väzba skončila na súde I. stupňa,,,,2018-11-24 00:00:00,2020-04-20 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2020-05-07 00:00:00,
52,1,2020,ŠTS,ŠTS,OZ,,03 - väzba trvá,,,,2018-07-12 00:00:00,2020-05-07 00:00:00,,,,,Nie,V 5-12,,
53,1,2020,ŠTS,ŠTS,OZ,,03 - väzba trvá,,,,2019-05-29 00:00:00,2020-10-27 00:00:00,,,,,Nie,V 5-12,,
54,1,2020,ŠTS,ŠTS,OZ,"01 - podľa § 71 (1) a/,02 - podľa § 71 (1) b/,03 - podľa § 71 (1) c/",03 - väzba trvá,1,1,1,2018-06-20 17:10:00,2019-03-19 00:00:00,,,,,Áno,V 5-12,,
55,1,2020,ŠTS,ŠTS,OZ,,03 - väzba trvá,,,,2019-06-03 00:00:00,2020-10-27 00:00:00,,,,,Nie,V 5-12,,
56,1,2020,ŠTS,ŠTS,Z,,03 - väzba trvá,,,,2019-05-29 00:00:00,2020-10-27 00:00:00,,,,,Nie,V 5-12,,
57,1,2020,ŠTS,ŠTS,OZ,,01 - väzba skončila na súde I. stupňa,,,,2019-04-03 00:00:00,2020-01-10 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2020-02-06 00:00:00,
58,1,2020,ŠTS,ŠTS,Z,03 - podľa § 71 (1) c/,03 - väzba trvá,,,1,2020-01-14 14:30:00,2020-06-10 00:00:00,,,,,Nie,V 5-12,,
59,1,2020,ŠTS,ŠTS,OZ,,03 - väzba trvá,,,,2019-06-03 00:00:00,2020-10-27 00:00:00,,,,,Nie,V 5-12,,
60,1,2020,ŠTS,ŠTS,OZ,,03 - väzba trvá,,,,2019-06-03 00:00:00,2020-10-27 00:00:00,,,,,Nie,V 5-12,,
61,1,2020,ŠTS,ŠTS,OZ,"01 - podľa § 71 (1) a/,03 - podľa § 71 (1) c/",02 - väzba skončila na súde II. stupňa,1,,1,2018-09-27 04:05:00,2019-10-21 00:00:00,,,,01 - odsúdením,Nie,V 5-12,,2020-12-02 00:00:00
62,1,2020,ŠTS,ŠTS,OZ,,01 - väzba skončila na súde I. stupňa,,,,2019-10-28 00:00:00,2020-11-23 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2020-12-10 00:00:00,
63,1,2020,ŠTS,ŠTS,OZ,,03 - väzba trvá,,,,2018-12-11 00:00:00,2020-05-07 00:00:00,,,,,Nie,V 5-12,,
64,1,2020,ŠTS,ŠTS,Z,,01 - väzba skončila na súde I. stupňa,,,,2020-04-22 05:45:00,2020-10-19 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2020-12-04 00:00:00,
65,1,2020,ŠTS,ŠTS,OZ,"01 - podľa § 71 (1) a/,02 - podľa § 71 (1) b/,03 - podľa § 71 (1) c/",01 - väzba skončila na súde I. stupňa,1,1,1,2020-05-15 05:00:00,2020-10-29 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2020-11-19 00:00:00,
66,1,2020,ŠTS,ŠTS,OZ,"01 - podľa § 71 (1) a/,03 - podľa § 71 (1) c/",01 - väzba skončila na súde I. stupňa,1,,1,2018-10-03 06:00:00,2019-08-02 00:00:00,,,,02 - oslobodením,Nie,V 5-12,2020-06-18 10:40:00,
67,1,2020,ŠTS,ŠTS,Z,,03 - väzba trvá,,,,2019-05-29 00:00:00,2020-10-27 00:00:00,,,,,Nie,V 5-12,,
68,1,2020,ŠTS,ŠTS,OZ,"01 - podľa § 71 (1) a/,02 - podľa § 71 (1) b/,03 - podľa § 71 (1) c/",03 - väzba trvá,1,1,1,2019-01-23 00:00:00,2020-01-22 00:00:00,,,,,Nie,V 5-12,,
69,1,2020,ŠTS,ŠTS,OZ,,03 - väzba trvá,,,,2018-12-12 00:00:00,2020-05-07 00:00:00,,,,,Nie,V 5-12,,
70,1,2020,ŠTS,ŠTS,OZ,,03 - väzba trvá,,,,2019-05-29 00:00:00,2020-10-27 00:00:00,,,,,Nie,V 5-12,,
71,1,2020,ŠTS,ŠTS,Z,"02 - podľa § 71 (1) b/,03 - podľa § 71 (1) c/",01 - väzba skončila na súde I. stupňa,,1,1,2019-10-20 04:00:00,2020-10-07 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2020-11-12 09:50:00,
72,1,2020,ŠTS,ŠTS,OZ,"01 - podľa § 71 (1) a/,02 - podľa § 71 (1) b/,03 - podľa § 71 (1) c/",03 - väzba trvá,1,1,1,2018-09-27 04:00:00,2019-10-21 00:00:00,,,,,Áno,V 5-12,,
73,1,2020,ŠTS,ŠTS,OZ,,01 - väzba skončila na súde I. stupňa,,,,2018-11-24 00:00:00,2020-04-20 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2020-05-07 00:00:00,
74,1,2021,ŠTS,ŠTS,OZ,,03 - väzba trvá,,,,2017-03-06 00:00:00,2018-10-29 00:00:00,,,,,Nie,V 5-12,,
75,1,2021,ŠTS,ŠTS,OZ,,03 - väzba trvá,,,,2017-03-06 00:00:00,2018-10-29 00:00:00,,,,,Nie,V 5-12,,
76,1,2021,ŠTS,ŠTS,OZ,,03 - väzba trvá,,,,2019-02-14 00:00:00,2019-06-10 00:00:00,,,,,Áno,V 5-12,,
77,1,2021,ŠTS,ŠTS,Z,"02 - podľa § 71 (1) b/,03 - podľa § 71 (1) c/",03 - väzba trvá,,1,1,2019-10-28 00:00:00,2021-04-08 00:00:00,,,,,Nie,V 5-12,,
78,1,2021,ŠTS,ŠTS,OZ,,01 - väzba skončila na súde I. stupňa,,,,2018-11-24 00:00:00,2020-05-07 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2021-01-18 00:00:00,
79,1,2021,ŠTS,ŠTS,OZ,,03 - väzba trvá,,,,2020-01-09 00:00:00,2021-02-08 00:00:00,,,,,Nie,V 5-12,,
80,1,2021,ŠTS,ŠTS,OZ,,03 - väzba trvá,,,,2019-01-19 00:00:00,2020-05-07 00:00:00,,,,,Nie,V 5-12,,
81,1,2021,ŠTS,ŠTS,OZ,,03 - väzba trvá,,,,2019-06-03 00:00:00,2020-10-27 00:00:00,,,,,Nie,V 5-12,,
82,1,2021,ŠTS,ŠTS,OZ,,02 - väzba skončila na súde II. stupňa,,,,2019-08-04 00:00:00,2020-05-11 00:00:00,,,,01 - odsúdením,Áno,V 5-12,,2021-01-26 00:00:00
83,1,2021,ŠTS,ŠTS,OZ,02 - podľa § 71 (1) b/,03 - väzba trvá,,1,,2019-11-02 12:28:00,2020-04-07 00:00:00,,,,,Áno,V 5-12,,
84,1,2021,ŠTS,ŠTS,OZ,,03 - väzba trvá,,,,2018-07-12 00:00:00,2020-05-07 00:00:00,,,,,Nie,V 5-12,,
85,1,2021,ŠTS,ŠTS,OZ,,03 - väzba trvá,,,,2019-05-29 00:00:00,2020-10-27 00:00:00,,,,,Nie,V 5-12,,
86,1,2021,ŠTS,ŠTS,OZ,,03 - väzba trvá,,,,2019-06-03 00:00:00,2020-10-27 00:00:00,,,,,Nie,V 5-12,,
87,1,2021,ŠTS,ŠTS,Z,,03 - väzba trvá,,,,2019-05-29 00:00:00,2020-10-27 00:00:00,,,,,Nie,V 5-12,,
88,1,2021,ŠTS,ŠTS,Z,03 - podľa § 71 (1) c/,02 - väzba skončila na súde II. stupňa,,,1,2020-01-14 14:30:00,2020-06-10 00:00:00,,,,01 - odsúdením,Nie,V 5-12,,2020-11-24 00:00:00
89,1,2021,ŠTS,ŠTS,OZ,,03 - väzba trvá,,,,2019-06-03 00:00:00,2020-10-27 00:00:00,,,,,Nie,V 5-12,,
90,1,2021,ŠTS,ŠTS,OZ,,03 - väzba trvá,,,,2019-06-03 00:00:00,2020-10-27 00:00:00,,,,,Nie,V 5-12,,
91,1,2021,ŠTS,ŠTS,OZ,,03 - väzba trvá,,,,2018-12-11 00:00:00,2020-05-07 00:00:00,,,,,Nie,V 5-12,,
92,1,2021,ŠTS,ŠTS,Z,,01 - väzba skončila na súde I. stupňa,,,,2020-09-14 00:00:00,2021-02-17 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2021-03-03 00:00:00,
93,1,2021,ŠTS,ŠTS,Z,,03 - väzba trvá,,,,2019-05-29 00:00:00,2020-10-27 00:00:00,,,,,Nie,V 5-12,,
94,1,2021,ŠTS,ŠTS,OZ,"01 - podľa § 71 (1) a/,02 - podľa § 71 (1) b/,03 - podľa § 71 (1) c/",03 - väzba trvá,1,1,1,2019-01-23 00:00:00,2020-01-22 00:00:00,,,,,Nie,V 5-12,,
95,1,2021,ŠTS,ŠTS,OZ,,03 - väzba trvá,,,,2018-12-12 00:00:00,2020-05-07 00:00:00,,,,,Nie,V 5-12,,
96,1,2021,ŠTS,ŠTS,OZ,,03 - väzba trvá,,,,2019-05-29 00:00:00,2020-10-27 00:00:00,,,,,Nie,V 5-12,,
97,1,2019,OS,OS Bánovce nad Bebravou,OZ,,02 - väzba skončila na súde II. stupňa,,,,2018-03-23 00:00:00,2018-09-10 00:00:00,,,,01 - odsúdením,Nie,V 5-12,,2019-03-13 00:00:00
98,1,2019,OS,OS Bánovce nad Bebravou,Z,,01 - väzba skončila na súde I. stupňa,,,,2019-03-20 00:00:00,2019-07-04 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2019-10-02 00:00:00,
99,1,2019,OS,OS Bánovce nad Bebravou,P,,01 - väzba skončila na súde I. stupňa,,,,2019-04-26 00:00:00,2019-07-09 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2019-08-12 00:00:00,
100,1,2019,OS,OS Bánovce nad Bebravou,Z,,03 - väzba trvá,,,,2019-11-15 00:00:00,2019-12-27 00:00:00,,,,,Nie,V 5-12,,
101,1,2019,OS,OS Bánovce nad Bebravou,Z,,02 - väzba skončila na súde II. stupňa,,,,2018-04-09 00:00:00,2018-09-13 00:00:00,,,,01 - odsúdením,Nie,V 5-12,,2019-03-05 00:00:00
102,1,2019,OS,OS Bánovce nad Bebravou,P,,02 - väzba skončila na súde II. stupňa,,,,2018-09-16 00:00:00,2019-01-21 00:00:00,,,,01 - odsúdením,Nie,V 5-12,,2019-04-09 00:00:00
103,1,2019,OS,OS Bánovce nad Bebravou,Z,,01 - väzba skončila na súde I. stupňa,,,,2019-09-23 00:00:00,2019-12-20 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2020-01-08 00:00:00,
104,1,2019,OS,OS Bánovce nad Bebravou,Z,,03 - väzba trvá,,,,2019-01-19 00:00:00,2019-05-27 00:00:00,,,,,Áno,V 5-12,,
105,1,2019,OS,OS Bánovce nad Bebravou,P,,01 - väzba skončila na súde I. stupňa,,,,2019-04-19 00:00:00,2019-08-05 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2019-08-21 00:00:00,
106,1,2019,OS,OS Bánovce nad Bebravou,P,,01 - väzba skončila na súde I. stupňa,,,,2018-10-16 00:00:00,2018-12-21 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2019-01-08 00:00:00,
107,1,2019,OS,OS Bánovce nad Bebravou,P,,01 - väzba skončila na súde I. stupňa,,,,2019-03-14 00:00:00,2019-07-08 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2019-07-17 00:00:00,
108,1,2019,OS,OS Bánovce nad Bebravou,Z,,01 - väzba skončila na súde I. stupňa,,,,2018-10-11 00:00:00,2019-01-25 00:00:00,,,,11 - inak,Nie,V 5-12,2019-02-04 00:00:00,
109,1,2019,OS,OS Bánovce nad Bebravou,Z,,01 - väzba skončila na súde I. stupňa,,,,2019-02-19 00:00:00,2019-05-28 00:00:00,,,,06 - nahradením väzby bez nariadenia kontroly tech. prostriedkami ESMO,Nie,V 5-12,2019-06-25 00:00:00,
110,1,2019,OS,OS Bánovce nad Bebravou,P,,01 - väzba skončila na súde I. stupňa,,,,2018-11-12 00:00:00,2019-03-29 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2019-04-08 00:00:00,
111,1,2019,OS,OS Bánovce nad Bebravou,P,,01 - väzba skončila na súde I. stupňa,,,,2019-02-25 00:00:00,2019-06-25 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2019-07-08 00:00:00,
112,1,2019,OS,OS Bánovce nad Bebravou,Z,,01 - väzba skončila na súde I. stupňa,,,,2019-06-10 00:00:00,2019-10-23 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2019-11-13 00:00:00,
113,1,2019,OS,OS Bánovce nad Bebravou,P,,01 - väzba skončila na súde I. stupňa,,,,2018-10-04 00:00:00,2019-03-18 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2019-03-27 00:00:00,
114,1,2019,OS,OS Bánovce nad Bebravou,P,,01 - väzba skončila na súde I. stupňa,,,,2019-03-23 00:00:00,2019-07-08 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2019-09-23 00:00:00,
115,1,2019,OS,OS Bánovce nad Bebravou,Z,,01 - väzba skončila na súde I. stupňa,,,,2019-06-10 00:00:00,2019-10-23 00:00:00,,,,11 - inak,Nie,V 5-12,2019-11-28 00:00:00,
116,1,2019,OS,OS Bánovce nad Bebravou,Z,,01 - väzba skončila na súde I. stupňa,,,,2019-06-10 00:00:00,2019-12-11 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2019-12-18 00:00:00,
117,1,2019,OS,OS Bánovce nad Bebravou,P,,01 - väzba skončila na súde I. stupňa,,,,2019-07-14 00:00:00,2019-11-06 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2019-11-13 00:00:00,
118,1,2019,OS,OS Bánovce nad Bebravou,Z,,02 - väzba skončila na súde II. stupňa,,,,2019-07-25 00:00:00,2019-10-07 00:00:00,,,,01 - odsúdením,Áno,V 5-12,,2020-01-15 00:00:00
119,1,2019,OS,OS Bánovce nad Bebravou,Z,,03 - väzba trvá,,,,2019-06-18 00:00:00,2019-10-11 00:00:00,,,,,Áno,V 5-12,,
120,1,2019,OS,OS Bánovce nad Bebravou,P,,01 - väzba skončila na súde I. stupňa,,,,2019-10-14 00:00:00,2019-10-15 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2019-10-18 00:00:00,
121,1,2019,OS,OS Bánovce nad Bebravou,Z,,01 - väzba skončila na súde I. stupňa,,,,2019-01-07 00:00:00,2019-05-03 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2019-06-14 00:00:00,
122,1,2019,OS,OS Bánovce nad Bebravou,P,,03 - väzba trvá,,,,2019-09-30 00:00:00,2019-12-27 00:00:00,,,,,Nie,V 5-12,,
123,1,2019,OS,OS Bánovce nad Bebravou,OZ,,02 - väzba skončila na súde II. stupňa,,,,2018-03-23 00:00:00,2018-09-10 00:00:00,,,,01 - odsúdením,Nie,V 5-12,,2019-03-13 00:00:00
124,1,2019,OS,OS Bánovce nad Bebravou,Z,,01 - väzba skončila na súde I. stupňa,,,,2018-11-21 00:00:00,2019-04-30 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2019-06-26 00:00:00,
125,1,2019,OS,OS Bánovce nad Bebravou,P,,01 - väzba skončila na súde I. stupňa,,,,2018-12-19 00:00:00,2019-03-20 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2019-03-27 00:00:00,
126,1,2019,OS,OS Bánovce nad Bebravou,P,,01 - väzba skončila na súde I. stupňa,,,,2018-09-13 00:00:00,2019-01-23 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2019-03-06 00:00:00,
127,1,2019,OS,OS Bánovce nad Bebravou,Z,,01 - väzba skončila na súde I. stupňa,,,,2018-12-30 00:00:00,2019-04-18 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2019-06-03 00:00:00,
128,1,2019,OS,OS Bánovce nad Bebravou,Z,,02 - väzba skončila na súde II. stupňa,,,,2018-05-20 00:00:00,2018-07-06 00:00:00,,,,01 - odsúdením,Nie,V 5-12,,2019-01-29 00:00:00
129,1,2019,OS,OS Bánovce nad Bebravou,Z,,03 - väzba trvá,,,,2019-03-28 00:00:00,2019-07-18 00:00:00,,,,,Áno,V 5-12,,
