Index,ID,Obdobie (rok),Organizácia - typ súdu,Organizácia - skratka,TČ P Z OZ,Dôvody väzby (zoznam spolu),Väzba trvá / skončila / vec vrátená,71a,71b,71c,Dátum vzatia do väzby - dátum a čas,Začiatok súdnej väzby - dátum,Začiatok väzby na súde I. stupňa - dátum,Začiatok väzby na súde II. stupňa - dátum,Dátum rozhodnutia súdu II. stupňa,Dôvod skončenia väzby,Vec je na odvolacom súde,Dotazník - podkategória,Väzba skončila na súde I. stupňa - dátum a čas,Väzba skončila na súde II. stupňa - dátum a čas
5915,1,2020,OS registrový,OS Košice I,P,03 - podľa § 71 (1) c/,03 - väzba trvá,,,1,2020-07-22 16:45:00,2020-12-02 00:00:00,,,,,Nie,V 5-12,,
5916,1,2020,OS registrový,OS Košice I,P,03 - podľa § 71 (1) c/,01 - väzba skončila na súde I. stupňa,,,1,2020-08-08 08:00:00,2020-10-26 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2020-10-29 00:00:00,
5917,1,2020,OS registrový,OS Košice I,TČ,01 - podľa § 71 (1) a/,01 - väzba skončila na súde I. stupňa,1,,,2019-01-22 07:55:00,2019-11-20 00:00:00,,,,07 - nahradením väzby s nariadením kontroly tech. prostriedkami ESMO,Nie,V 5-12,2020-04-08 00:00:00,
5918,1,2020,OS registrový,OS Košice I,Z,"01 - podľa § 71 (1) a/,03 - podľa § 71 (1) c/",02 - väzba skončila na súde II. stupňa,1,,1,2019-05-17 13:02:00,2020-03-10 00:00:00,,,,11 - inak,Nie,V 5-12,,2020-06-18 00:00:00
5919,1,2020,OS registrový,OS Košice I,Z,"01 - podľa § 71 (1) a/,03 - podľa § 71 (1) c/",01 - väzba skončila na súde I. stupňa,1,,1,2019-05-14 17:20:00,2020-03-10 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2020-03-27 00:00:00,
5920,1,2020,OS registrový,OS Košice I,Z,"01 - podľa § 71 (1) a/,03 - podľa § 71 (1) c/",01 - väzba skončila na súde I. stupňa,1,,1,2019-05-14 17:20:00,2020-03-10 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2020-03-27 00:00:00,
5921,1,2020,OS registrový,OS Nitra,P,,01 - väzba skončila na súde I. stupňa,,,,2019-08-15 00:00:00,2020-01-31 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2020-02-13 00:00:00,
5922,1,2020,OS registrový,OS Nitra,OZ,,03 - väzba trvá,,,,2017-12-05 00:00:00,2019-04-12 00:00:00,,,,,Áno,V 5-12,,
5923,1,2020,OS registrový,OS Nitra,Z,,01 - väzba skončila na súde I. stupňa,,,,2020-07-10 00:00:00,2020-12-04 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2020-12-18 00:00:00,
5924,1,2020,OS registrový,OS Nitra,P,,01 - väzba skončila na súde I. stupňa,,,,2019-12-06 00:00:00,2020-04-01 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2020-04-15 00:00:00,
5925,1,2020,OS registrový,OS Nitra,OZ,,02 - väzba skončila na súde II. stupňa,,,,2019-07-17 00:00:00,2019-11-26 00:00:00,,,,11 - inak,Nie,V 5-12,,2020-06-25 00:00:00
5926,1,2020,OS registrový,OS Nitra,OZ,,03 - väzba trvá,,,,2019-04-03 00:00:00,2020-01-31 00:00:00,,,,,Nie,V 5-12,,
5927,1,2020,OS registrový,OS Nitra,OZ,,03 - väzba trvá,,,,2019-01-30 00:00:00,2019-11-26 00:00:00,,,,,Nie,V 5-12,,
5928,1,2020,OS registrový,OS Nitra,OZ,,03 - väzba trvá,,,,2020-05-22 00:00:00,2020-11-18 00:00:00,,,,,Nie,V 5-12,,
5929,1,2020,OS registrový,OS Nitra,OZ,,03 - väzba trvá,,,,2019-01-30 00:00:00,2019-11-26 00:00:00,,,,,Nie,V 5-12,,
5930,1,2020,OS registrový,OS Nitra,P,,01 - väzba skončila na súde I. stupňa,,,,2019-10-11 00:00:00,2020-03-27 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2020-04-03 00:00:00,
5931,1,2020,OS registrový,OS Nitra,P,,01 - väzba skončila na súde I. stupňa,,,,2019-08-26 00:00:00,2020-01-17 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2020-01-30 00:00:00,
5932,1,2020,OS registrový,OS Nitra,P,,01 - väzba skončila na súde I. stupňa,,,,2019-08-05 00:00:00,2019-11-18 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2020-01-09 00:00:00,
5933,1,2020,OS registrový,OS Nitra,OZ,,03 - väzba trvá,,,,2018-09-13 00:00:00,2019-06-13 00:00:00,,,,,Nie,V 5-12,,
5934,1,2020,OS registrový,OS Nitra,Z,,03 - väzba trvá,,,,2020-07-06 00:00:00,2020-12-22 00:00:00,,,,,Nie,V 5-12,,
5935,1,2020,OS registrový,OS Nitra,OZ,,03 - väzba trvá,,,,2019-01-30 00:00:00,2019-11-26 00:00:00,,,,,Nie,V 5-12,,
5936,1,2020,OS registrový,OS Nitra,OZ,,01 - väzba skončila na súde I. stupňa,,,,2020-02-21 00:00:00,2020-08-06 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2020-10-01 00:00:00,
5937,1,2020,OS registrový,OS Nitra,Z,,03 - väzba trvá,,,,2019-07-12 00:00:00,2020-01-08 00:00:00,,,,,Nie,V 5-12,,
5938,1,2020,OS registrový,OS Nitra,P,,01 - väzba skončila na súde I. stupňa,,,,2020-01-12 00:00:00,2020-06-17 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2020-06-29 00:00:00,
5939,1,2020,OS registrový,OS Nitra,P,,01 - väzba skončila na súde I. stupňa,,,,2019-10-11 00:00:00,2020-03-11 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2020-03-31 00:00:00,
5940,1,2020,OS registrový,OS Nitra,OZ,,03 - väzba trvá,,,,2019-04-03 00:00:00,2020-01-31 00:00:00,,,,,Nie,V 5-12,,
5941,1,2020,OS registrový,OS Nitra,P,,01 - väzba skončila na súde I. stupňa,,,,2020-08-08 00:00:00,2020-12-08 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2020-12-28 00:00:00,
5942,1,2020,OS registrový,OS Nitra,OZ,,01 - väzba skončila na súde I. stupňa,,,,2019-12-09 00:00:00,2020-04-08 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2020-04-20 00:00:00,
5943,1,2020,OS registrový,OS Nitra,P,,01 - väzba skončila na súde I. stupňa,,,,2019-09-30 00:00:00,2020-02-24 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2020-03-16 00:00:00,
5944,1,2020,OS registrový,OS Nitra,OZ,,01 - väzba skončila na súde I. stupňa,,,,2020-01-28 00:00:00,2020-05-22 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2020-06-02 00:00:00,
5945,1,2020,OS registrový,OS Nitra,OZ,,03 - väzba trvá,,,,2019-04-03 00:00:00,2020-01-31 00:00:00,,,,,Nie,V 5-12,,
5946,1,2020,OS registrový,OS Nitra,P,,01 - väzba skončila na súde I. stupňa,,,,2019-09-12 00:00:00,2020-02-05 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2020-02-18 00:00:00,
5947,1,2020,OS registrový,OS Nitra,P,,01 - väzba skončila na súde I. stupňa,,,,2019-11-12 00:00:00,2020-05-07 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2020-05-14 00:00:00,
5948,1,2020,OS registrový,OS Nitra,P,,01 - väzba skončila na súde I. stupňa,,,,2020-08-30 00:00:00,2020-10-23 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2020-10-29 00:00:00,
5949,1,2020,OS registrový,OS Nitra,P,,01 - väzba skončila na súde I. stupňa,,,,2019-12-25 00:00:00,2020-02-07 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2020-02-13 00:00:00,
5950,1,2020,OS registrový,OS Nitra,P,,01 - väzba skončila na súde I. stupňa,,,,2020-01-21 00:00:00,2020-04-22 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2020-04-29 00:00:00,
5951,1,2020,OS registrový,OS Nitra,Z,,01 - väzba skončila na súde I. stupňa,,,,2019-08-28 00:00:00,2020-01-31 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2020-02-24 00:00:00,
5952,1,2020,OS registrový,OS Nitra,P,,01 - väzba skončila na súde I. stupňa,,,,2020-02-04 00:00:00,2020-02-04 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2020-03-03 00:00:00,
5953,1,2020,OS registrový,OS Nitra,OZ,,03 - väzba trvá,,,,2020-03-15 00:00:00,2020-09-10 00:00:00,,,,,Áno,V 5-12,,
5954,1,2020,OS registrový,OS Nitra,P,,01 - väzba skončila na súde I. stupňa,,,,2020-02-02 00:00:00,2020-06-23 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2020-07-09 00:00:00,
5955,1,2020,OS registrový,OS Nitra,OZ,,03 - väzba trvá,,,,2019-04-03 00:00:00,2020-01-31 00:00:00,,,,,Nie,V 5-12,,
5956,1,2020,OS registrový,OS Nitra,P,,01 - väzba skončila na súde I. stupňa,,,,2020-06-10 00:00:00,2020-09-07 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2020-09-11 00:00:00,
5957,1,2020,OS registrový,OS Nitra,P,,01 - väzba skončila na súde I. stupňa,,,,2019-09-17 00:00:00,2019-12-19 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2020-01-09 00:00:00,
5958,1,2020,OS registrový,OS Nitra,P,,01 - väzba skončila na súde I. stupňa,,,,2020-02-14 00:00:00,2020-08-11 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2020-10-21 00:00:00,
5959,1,2020,OS registrový,OS Nitra,Z,,01 - väzba skončila na súde I. stupňa,,,,2019-07-13 00:00:00,2020-01-03 00:00:00,,,,11 - inak,Nie,V 5-12,2020-05-28 00:00:00,
5960,1,2020,OS registrový,OS Nitra,Z,,03 - väzba trvá,,,,2020-04-09 00:00:00,2020-09-18 00:00:00,,,,,Nie,V 5-12,,
5961,1,2020,OS registrový,OS Nitra,P,,01 - väzba skončila na súde I. stupňa,,,,2020-07-23 00:00:00,2020-10-27 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2020-11-19 00:00:00,
5962,1,2020,OS registrový,OS Nitra,OZ,,01 - väzba skončila na súde I. stupňa,,,,2019-11-18 00:00:00,2020-02-20 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2020-03-10 00:00:00,
5963,1,2020,OS registrový,OS Nitra,P,,01 - väzba skončila na súde I. stupňa,,,,2019-09-11 00:00:00,2020-01-17 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2020-01-27 00:00:00,
5964,1,2020,OS registrový,OS Nitra,P,,01 - väzba skončila na súde I. stupňa,,,,2020-01-13 00:00:00,2020-04-29 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2020-05-07 00:00:00,
5965,1,2020,OS registrový,OS Nitra,P,,01 - väzba skončila na súde I. stupňa,,,,2020-02-10 00:00:00,2020-04-07 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2020-04-21 00:00:00,
5966,1,2020,OS registrový,OS Nitra,Z,,01 - väzba skončila na súde I. stupňa,,,,2019-12-12 00:00:00,2020-05-28 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2020-06-15 00:00:00,
5967,1,2020,OS registrový,OS Nitra,P,,01 - väzba skončila na súde I. stupňa,,,,2020-04-11 00:00:00,2020-06-29 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2020-07-30 00:00:00,
5968,1,2020,OS registrový,OS Nitra,Z,,03 - väzba trvá,,,,2020-06-26 00:00:00,2020-12-14 00:00:00,,,,,Nie,V 5-12,,
5969,1,2020,OS registrový,OS Nitra,P,,01 - väzba skončila na súde I. stupňa,,,,2019-11-09 00:00:00,2020-02-25 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2020-03-10 00:00:00,
5970,1,2020,OS registrový,OS Nitra,P,,01 - väzba skončila na súde I. stupňa,,,,2020-05-23 00:00:00,2020-09-09 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2020-09-25 00:00:00,
5971,1,2020,OS registrový,OS Nitra,P,,01 - väzba skončila na súde I. stupňa,,,,2020-05-21 00:00:00,2020-09-07 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2020-09-16 00:00:00,
5972,1,2020,OS registrový,OS Nitra,OZ,,03 - väzba trvá,,,,2019-12-09 00:00:00,2020-06-11 00:00:00,,,,,Nie,V 5-12,,
5973,1,2020,OS registrový,OS Nitra,P,,01 - väzba skončila na súde I. stupňa,,,,2019-08-13 00:00:00,2020-01-17 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2020-01-31 00:00:00,
5974,1,2020,OS registrový,OS Nitra,OZ,,03 - väzba trvá,,,,2019-04-03 00:00:00,2020-01-31 00:00:00,,,,,Nie,V 5-12,,
5975,1,2020,OS registrový,OS Nitra,Z,,03 - väzba trvá,,,,2019-09-23 00:00:00,2020-03-11 00:00:00,,,,,Nie,V 5-12,,
5976,1,2020,OS registrový,OS Nitra,Z,,03 - väzba trvá,,,,2020-06-23 00:00:00,2020-12-08 00:00:00,,,,,Nie,V 5-12,,
5977,1,2020,OS registrový,OS Nitra,P,,01 - väzba skončila na súde I. stupňa,,,,2020-02-09 00:00:00,2020-07-15 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2020-07-22 00:00:00,
5978,1,2020,OS registrový,OS Nitra,OZ,,01 - väzba skončila na súde I. stupňa,,,,2020-07-09 00:00:00,2020-12-11 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2020-12-17 00:00:00,
5979,1,2020,OS registrový,OS Nitra,OZ,,03 - väzba trvá,,,,2019-11-26 00:00:00,2020-05-18 00:00:00,,,,,Nie,V 5-12,,
5980,1,2020,OS registrový,OS Nitra,Z,,01 - väzba skončila na súde I. stupňa,,,,2019-11-05 00:00:00,2020-04-30 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2020-07-14 00:00:00,
5981,1,2020,OS registrový,OS Nitra,P,,01 - väzba skončila na súde I. stupňa,,,,2019-12-28 00:00:00,2020-04-09 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2020-04-27 00:00:00,
5982,1,2020,OS registrový,OS Nitra,OZ,,03 - väzba trvá,,,,2018-10-16 00:00:00,2019-08-26 00:00:00,,,,,Nie,V 5-12,,
5983,1,2020,OS registrový,OS Nitra,Z,,02 - väzba skončila na súde II. stupňa,,,,2019-03-07 00:00:00,2019-08-27 00:00:00,,,,01 - odsúdením,Áno,V 5-12,,2020-05-25 00:00:00
5984,1,2020,OS registrový,OS Nitra,P,,01 - väzba skončila na súde I. stupňa,,,,2019-11-28 00:00:00,2020-05-06 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2020-05-19 00:00:00,
5985,1,2020,OS registrový,OS Nitra,OZ,,03 - väzba trvá,,,,2020-02-27 00:00:00,2020-08-04 00:00:00,,,,,Nie,V 5-12,,
5986,1,2020,OS registrový,OS Nitra,OZ,,02 - väzba skončila na súde II. stupňa,,,,2019-09-10 00:00:00,2019-12-19 00:00:00,,,,01 - odsúdením,Nie,V 5-12,,2020-08-19 00:00:00
5987,1,2020,OS registrový,OS Nitra,OZ,,03 - väzba trvá,,,,2018-10-16 00:00:00,2019-08-26 00:00:00,,,,,Nie,V 5-12,,
5988,1,2020,OS registrový,OS Nitra,P,,01 - väzba skončila na súde I. stupňa,,,,2019-10-29 00:00:00,2020-03-18 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2020-03-26 00:00:00,
5989,1,2020,OS registrový,OS Nitra,P,,01 - väzba skončila na súde I. stupňa,,,,2020-01-19 00:00:00,2020-05-13 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2020-06-02 00:00:00,
5990,1,2020,OS registrový,OS Nitra,P,,01 - väzba skončila na súde I. stupňa,,,,2019-10-16 00:00:00,2020-02-26 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2020-04-29 00:00:00,
5991,1,2020,OS registrový,OS Nitra,P,,01 - väzba skončila na súde I. stupňa,,,,2020-01-31 00:00:00,2020-06-05 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2020-06-11 00:00:00,
5992,1,2020,OS registrový,OS Nitra,OZ,,03 - väzba trvá,,,,2018-10-16 00:00:00,2019-08-26 00:00:00,,,,,Nie,V 5-12,,
5993,1,2020,OS registrový,OS Nitra,OZ,,03 - väzba trvá,,,,2018-10-16 00:00:00,2019-08-26 00:00:00,,,,,Nie,V 5-12,,
5994,1,2020,OS registrový,OS Nitra,Z,,03 - väzba trvá,,,,2020-05-10 00:00:00,2020-09-17 00:00:00,,,,,Áno,V 5-12,,
5995,1,2020,OS registrový,OS Nitra,OZ,,03 - väzba trvá,,,,2017-12-05 00:00:00,2019-04-12 00:00:00,,,,,Áno,V 5-12,,
5996,1,2020,OS registrový,OS Nitra,OZ,,03 - väzba trvá,,,,2018-10-16 00:00:00,2019-08-26 00:00:00,,,,,Nie,V 5-12,,
5997,1,2020,OS registrový,OS Nitra,Z,,01 - väzba skončila na súde I. stupňa,,,,2019-08-19 00:00:00,2020-01-24 00:00:00,,,,11 - inak,Nie,V 5-12,2020-02-17 00:00:00,
5998,1,2020,OS registrový,OS Nitra,P,,01 - väzba skončila na súde I. stupňa,,,,2020-01-17 00:00:00,2020-04-08 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2020-04-21 00:00:00,
5999,1,2020,OS registrový,OS Nitra,OZ,,03 - väzba trvá,,,,2020-05-22 00:00:00,2020-11-18 00:00:00,,,,,Nie,V 5-12,,
6000,1,2020,OS registrový,OS Nitra,P,,02 - väzba skončila na súde II. stupňa,,,,2019-11-01 00:00:00,2019-11-03 00:00:00,,,,01 - odsúdením,Nie,V 5-12,,2020-04-30 00:00:00
6001,1,2020,OS registrový,OS Nitra,Z,,03 - väzba trvá,,,,2020-04-09 00:00:00,2020-09-18 00:00:00,,,,,Nie,V 5-12,,
6002,1,2020,OS registrový,OS Nitra,P,,01 - väzba skončila na súde I. stupňa,,,,2020-07-05 00:00:00,2020-10-21 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2020-11-04 00:00:00,
6003,1,2020,OS registrový,OS Nitra,P,,03 - väzba trvá,,,,2020-07-17 00:00:00,2020-07-19 00:00:00,,,,,Áno,V 5-12,,
6004,1,2020,OS registrový,OS Nitra,P,,03 - väzba trvá,,,,2020-07-25 00:00:00,2020-12-08 00:00:00,,,,,Nie,V 5-12,,
6005,1,2020,OS registrový,OS Nitra,Z,,01 - väzba skončila na súde I. stupňa,,,,2020-01-17 00:00:00,2020-06-10 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2020-07-22 00:00:00,
6006,1,2020,OS registrový,OS Nitra,OZ,,03 - väzba trvá,,,,2020-06-16 00:00:00,2020-12-04 00:00:00,,,,,Nie,V 5-12,,
6007,1,2020,OS registrový,OS Nitra,OZ,,03 - väzba trvá,,,,2019-11-22 00:00:00,2020-05-11 00:00:00,,,,,Áno,V 5-12,,
6008,1,2020,OS registrový,OS Nitra,OZ,,03 - väzba trvá,,,,2020-02-27 00:00:00,2020-08-21 00:00:00,,,,,Áno,V 5-12,,
6009,1,2020,OS registrový,OS Nitra,OZ,,03 - väzba trvá,,,,2019-04-03 00:00:00,2020-01-31 00:00:00,,,,,Nie,V 5-12,,
6010,1,2020,OS registrový,OS Nitra,OZ,,03 - väzba trvá,,,,2020-07-10 00:00:00,2020-12-16 00:00:00,,,,,Nie,V 5-12,,
6011,1,2020,OS registrový,OS Nitra,OZ,,01 - väzba skončila na súde I. stupňa,,,,2020-06-15 00:00:00,2020-10-29 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2020-11-11 00:00:00,
6012,1,2020,OS registrový,OS Nitra,P,,01 - väzba skončila na súde I. stupňa,,,,2020-04-10 00:00:00,2020-07-28 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2020-08-11 00:00:00,
6013,1,2020,OS registrový,OS Nitra,P,,01 - väzba skončila na súde I. stupňa,,,,2019-10-04 00:00:00,2020-03-31 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2020-04-06 00:00:00,
6014,1,2020,OS registrový,OS Nitra,P,,01 - väzba skončila na súde I. stupňa,,,,2020-05-11 00:00:00,2020-09-21 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2020-10-06 00:00:00,
6015,1,2020,OS registrový,OS Nitra,P,,01 - väzba skončila na súde I. stupňa,,,,2019-09-15 00:00:00,2020-01-28 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2020-02-10 00:00:00,
6016,1,2020,OS registrový,OS Nitra,OZ,,03 - väzba trvá,,,,2018-09-13 00:00:00,2019-06-13 00:00:00,,,,,Nie,V 5-12,,
6017,1,2020,OS registrový,OS Nitra,P,,01 - väzba skončila na súde I. stupňa,,,,2020-07-08 00:00:00,2020-12-08 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2020-12-10 00:00:00,
6018,1,2020,OS registrový,OS Nitra,OZ,,03 - väzba trvá,,,,2018-10-09 00:00:00,2019-04-03 00:00:00,,,,,Áno,V 5-12,,
6019,1,2020,OS registrový,OS Nitra,OZ,,03 - väzba trvá,,,,2018-10-16 00:00:00,2019-08-26 00:00:00,,,,,Nie,V 5-12,,
6020,1,2020,OS registrový,OS Nitra,Z,,01 - väzba skončila na súde I. stupňa,,,,2019-11-01 00:00:00,2020-04-01 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2020-05-27 00:00:00,
6021,1,2020,OS registrový,OS Nitra,OZ,,03 - väzba trvá,,,,2019-04-03 00:00:00,2020-01-31 00:00:00,,,,,Nie,V 5-12,,
6022,1,2020,OS registrový,OS Nitra,Z,,03 - väzba trvá,,,,2020-03-09 00:00:00,2020-07-29 00:00:00,,,,,Nie,V 5-12,,
6023,1,2020,OS registrový,OS Nitra,P,,02 - väzba skončila na súde II. stupňa,,,,2019-06-09 00:00:00,2019-10-15 00:00:00,,,,01 - odsúdením,Nie,V 5-12,,2019-12-31 00:00:00
6024,1,2020,OS registrový,OS Nitra,P,,01 - väzba skončila na súde I. stupňa,,,,2019-09-25 00:00:00,2020-03-16 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2020-03-27 00:00:00,
6025,1,2020,OS registrový,OS Nitra,Z,,03 - väzba trvá,,,,2020-06-15 00:00:00,2020-12-11 00:00:00,,,,,Nie,V 5-12,,
6026,1,2020,OS registrový,OS Nitra,P,,01 - väzba skončila na súde I. stupňa,,,,2020-05-01 00:00:00,2020-07-15 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2020-07-21 00:00:00,
6027,1,2020,OS registrový,OS Nitra,OZ,,01 - väzba skončila na súde I. stupňa,,,,2019-09-09 00:00:00,2020-10-02 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2020-11-05 00:00:00,
6028,1,2020,OS registrový,OS Nitra,P,,01 - väzba skončila na súde I. stupňa,,,,2020-01-05 00:00:00,2020-03-12 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2020-04-02 00:00:00,
6029,1,2020,OS registrový,OS Nitra,P,,01 - väzba skončila na súde I. stupňa,,,,2020-01-02 00:00:00,2020-05-07 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2020-05-21 00:00:00,
6030,1,2020,OS registrový,OS Nitra,P,,01 - väzba skončila na súde I. stupňa,,,,2020-03-20 00:00:00,2020-07-17 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2020-07-30 00:00:00,
6031,1,2020,OS registrový,OS Nitra,OZ,,02 - väzba skončila na súde II. stupňa,,,,2019-05-27 00:00:00,2019-10-24 00:00:00,,,,01 - odsúdením,Nie,V 5-12,,2020-02-05 00:00:00
6032,1,2020,OS registrový,OS Nitra,P,,01 - väzba skončila na súde I. stupňa,,,,2020-01-07 00:00:00,2020-05-07 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2020-05-13 00:00:00,
6033,1,2020,OS registrový,OS Nitra,Z,,01 - väzba skončila na súde I. stupňa,,,,2018-11-25 00:00:00,2019-05-17 00:00:00,,,,08 - prepustením na základe žiadosti,Nie,V 5-12,2020-09-25 00:00:00,
6034,1,2020,OS registrový,OS Nitra,OZ,,03 - väzba trvá,,,,2017-12-05 00:00:00,2019-04-12 00:00:00,,,,,Áno,V 5-12,,
6035,1,2020,OS registrový,OS Nitra,OZ,,03 - väzba trvá,,,,2017-12-05 00:00:00,2019-04-12 00:00:00,,,,,Áno,V 5-12,,
6036,1,2020,OS registrový,OS Nitra,OZ,,01 - väzba skončila na súde I. stupňa,,,,2018-09-08 00:00:00,2019-06-13 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2020-06-25 00:00:00,
6037,1,2020,OS registrový,OS Prešov,P,,01 - väzba skončila na súde I. stupňa,,,,2020-08-04 00:00:00,2020-12-17 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2020-12-28 00:00:00,
6038,1,2020,OS registrový,OS Prešov,Z,,01 - väzba skončila na súde I. stupňa,,,,2019-10-16 00:00:00,2020-04-03 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2020-07-14 00:00:00,
6039,1,2020,OS registrový,OS Prešov,P,,01 - väzba skončila na súde I. stupňa,,,,2019-10-13 00:00:00,2020-02-17 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2020-05-27 00:00:00,
6040,1,2020,OS registrový,OS Prešov,P,,01 - väzba skončila na súde I. stupňa,,,,2020-02-18 00:00:00,2020-02-19 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2020-02-25 00:00:00,
6041,1,2020,OS registrový,OS Prešov,Z,,03 - väzba trvá,,,,2020-07-29 00:00:00,2020-11-27 00:00:00,,,,,Nie,V 5-12,,
6042,1,2020,OS registrový,OS Prešov,P,,01 - väzba skončila na súde I. stupňa,,,,2020-07-16 00:00:00,2020-10-22 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2020-12-01 00:00:00,
6043,1,2020,OS registrový,OS Prešov,Z,,02 - väzba skončila na súde II. stupňa,,,,2018-05-10 00:00:00,2018-10-22 00:00:00,,,,01 - odsúdením,Áno,V 5-12,,2020-04-01 00:00:00
6044,1,2020,OS registrový,OS Prešov,Z,,01 - väzba skončila na súde I. stupňa,,,,2020-06-16 00:00:00,2020-09-24 00:00:00,,,,11 - inak,Nie,V 5-12,2020-10-12 00:00:00,
6045,1,2020,OS registrový,OS Prešov,Z,,03 - väzba trvá,,,,2019-02-11 00:00:00,2019-02-11 00:00:00,,,,,Áno,V 5-12,,
6046,1,2020,OS registrový,OS Prešov,P,,01 - väzba skončila na súde I. stupňa,,,,2020-06-17 00:00:00,2020-09-02 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2020-11-04 00:00:00,
6047,1,2020,OS registrový,OS Prešov,OZ,,03 - väzba trvá,,,,2020-02-11 00:00:00,2020-11-12 00:00:00,,,,,Nie,V 5-12,,
6048,1,2020,OS registrový,OS Prešov,P,,01 - väzba skončila na súde I. stupňa,,,,2020-04-25 00:00:00,2020-08-25 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2020-09-10 00:00:00,
6049,1,2020,OS registrový,OS Prešov,P,,01 - väzba skončila na súde I. stupňa,,,,2020-05-05 00:00:00,2020-08-10 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2020-11-03 00:00:00,
6050,1,2020,OS registrový,OS Prešov,P,,01 - väzba skončila na súde I. stupňa,,,,2020-04-22 00:00:00,2020-10-08 00:00:00,,,,01 - odsúdením,Nie,V 5-12,2020-10-27 00:00:00,
6051,1,2020,OS registrový,OS Prešov,P,,02 - väzba skončila na súde II. stupňa,,,,2019-05-13 00:00:00,2019-09-20 00:00:00,,,,11 - inak,Áno,V 5-12,,2020-01-22 00:00:00
