Dávka,Termín,Veková skupina,Čas publikovania,Počet registrácií
1,2021-06-23,00-17,2021-06-23 19:07:03,167
1,2021-06-23,18-19,2021-06-23 19:07:03,128
1,2021-06-23,20-24,2021-06-23 19:07:03,484
1,2021-06-23,25-29,2021-06-23 19:07:03,644
1,2021-06-23,30-34,2021-06-23 19:07:03,803
1,2021-06-23,35-39,2021-06-23 19:07:03,311
1,2021-06-23,40-44,2021-06-23 19:07:03,248
1,2021-06-23,45-49,2021-06-23 19:07:03,186
1,2021-06-23,50-54,2021-06-23 19:07:03,201
1,2021-06-23,55-59,2021-06-23 19:07:03,193
1,2021-06-23,60-64,2021-06-23 19:07:03,223
1,2021-06-23,65-69,2021-06-23 19:07:03,158
1,2021-06-23,70-74,2021-06-23 19:07:03,95
1,2021-06-23,75-79,2021-06-23 19:07:03,38
1,2021-06-23,80-84,2021-06-23 19:07:03,14
1,2021-06-23,85-n,2021-06-23 19:07:03,18
1,2021-06-24,00-17,2021-06-23 19:07:03,260
1,2021-06-24,18-19,2021-06-23 19:07:03,261
1,2021-06-24,20-24,2021-06-23 19:07:03,595
1,2021-06-24,25-29,2021-06-23 19:07:03,787
1,2021-06-24,30-34,2021-06-23 19:07:03,826
1,2021-06-24,35-39,2021-06-23 19:07:03,508
1,2021-06-24,40-44,2021-06-23 19:07:03,402
1,2021-06-24,45-49,2021-06-23 19:07:03,472
1,2021-06-24,50-54,2021-06-23 19:07:03,399
1,2021-06-24,55-59,2021-06-23 19:07:03,381
1,2021-06-24,60-64,2021-06-23 19:07:03,404
1,2021-06-24,65-69,2021-06-23 19:07:03,326
1,2021-06-24,70-74,2021-06-23 19:07:03,194
1,2021-06-24,75-79,2021-06-23 19:07:03,82
1,2021-06-24,80-84,2021-06-23 19:07:03,47
1,2021-06-24,85-n,2021-06-23 19:07:03,17
1,2021-06-25,00-17,2021-06-23 19:07:03,421
1,2021-06-25,18-19,2021-06-23 19:07:03,1143
1,2021-06-25,20-24,2021-06-23 19:07:03,1055
1,2021-06-25,25-29,2021-06-23 19:07:03,2018
1,2021-06-25,30-34,2021-06-23 19:07:03,786
1,2021-06-25,35-39,2021-06-23 19:07:03,701
1,2021-06-25,40-44,2021-06-23 19:07:03,515
1,2021-06-25,45-49,2021-06-23 19:07:03,291
1,2021-06-25,50-54,2021-06-23 19:07:03,284
1,2021-06-25,55-59,2021-06-23 19:07:03,284
1,2021-06-25,60-64,2021-06-23 19:07:03,251
1,2021-06-25,65-69,2021-06-23 19:07:03,240
1,2021-06-25,70-74,2021-06-23 19:07:03,122
1,2021-06-25,75-79,2021-06-23 19:07:03,73
1,2021-06-25,80-84,2021-06-23 19:07:03,58
1,2021-06-25,85-n,2021-06-23 19:07:03,24
1,2021-06-26,00-17,2021-06-23 19:07:03,1178
1,2021-06-26,18-19,2021-06-23 19:07:03,105
1,2021-06-26,20-24,2021-06-23 19:07:03,387
1,2021-06-26,25-29,2021-06-23 19:07:03,762
1,2021-06-26,30-34,2021-06-23 19:07:03,672
1,2021-06-26,35-39,2021-06-23 19:07:03,588
1,2021-06-26,40-44,2021-06-23 19:07:03,460
1,2021-06-26,45-49,2021-06-23 19:07:03,347
1,2021-06-26,50-54,2021-06-23 19:07:03,270
1,2021-06-26,55-59,2021-06-23 19:07:03,255
1,2021-06-26,60-64,2021-06-23 19:07:03,343
1,2021-06-26,65-69,2021-06-23 19:07:03,283
1,2021-06-26,70-74,2021-06-23 19:07:03,143
1,2021-06-26,75-79,2021-06-23 19:07:03,66
1,2021-06-26,80-84,2021-06-23 19:07:03,44
1,2021-06-26,85-n,2021-06-23 19:07:03,22
1,2021-06-27,00-17,2021-06-23 19:07:03,1462
1,2021-06-27,18-19,2021-06-23 19:07:03,312
1,2021-06-27,20-24,2021-06-23 19:07:03,650
1,2021-06-27,25-29,2021-06-23 19:07:03,342
1,2021-06-27,30-34,2021-06-23 19:07:03,352
1,2021-06-27,35-39,2021-06-23 19:07:03,325
1,2021-06-27,40-44,2021-06-23 19:07:03,421
1,2021-06-27,45-49,2021-06-23 19:07:03,384
1,2021-06-27,50-54,2021-06-23 19:07:03,283
1,2021-06-27,55-59,2021-06-23 19:07:03,303
1,2021-06-27,60-64,2021-06-23 19:07:03,268
1,2021-06-27,65-69,2021-06-23 19:07:03,210
1,2021-06-27,70-74,2021-06-23 19:07:03,124
1,2021-06-27,75-79,2021-06-23 19:07:03,46
1,2021-06-27,80-84,2021-06-23 19:07:03,22
1,2021-06-27,85-n,2021-06-23 19:07:03,18
1,2021-06-28,00-17,2021-06-23 19:07:03,1111
1,2021-06-28,18-19,2021-06-23 19:07:03,95
1,2021-06-28,20-24,2021-06-23 19:07:03,235
1,2021-06-28,25-29,2021-06-23 19:07:03,435
1,2021-06-28,30-34,2021-06-23 19:07:03,426
1,2021-06-28,35-39,2021-06-23 19:07:03,625
1,2021-06-28,40-44,2021-06-23 19:07:03,499
1,2021-06-28,45-49,2021-06-23 19:07:03,453
1,2021-06-28,50-54,2021-06-23 19:07:03,361
1,2021-06-28,55-59,2021-06-23 19:07:03,335
1,2021-06-28,60-64,2021-06-23 19:07:03,484
1,2021-06-28,65-69,2021-06-23 19:07:03,388
1,2021-06-28,70-74,2021-06-23 19:07:03,242
1,2021-06-28,75-79,2021-06-23 19:07:03,141
1,2021-06-28,80-84,2021-06-23 19:07:03,74
1,2021-06-28,85-n,2021-06-23 19:07:03,43
1,2021-06-29,00-17,2021-06-23 19:07:03,1113
1,2021-06-29,18-19,2021-06-23 19:07:03,116
1,2021-06-29,20-24,2021-06-23 19:07:03,483
1,2021-06-29,25-29,2021-06-23 19:07:03,611
1,2021-06-29,30-34,2021-06-23 19:07:03,722
1,2021-06-29,35-39,2021-06-23 19:07:03,387
1,2021-06-29,40-44,2021-06-23 19:07:03,521
1,2021-06-29,45-49,2021-06-23 19:07:03,515
1,2021-06-29,50-54,2021-06-23 19:07:03,377
1,2021-06-29,55-59,2021-06-23 19:07:03,444
1,2021-06-29,60-64,2021-06-23 19:07:03,382
1,2021-06-29,65-69,2021-06-23 19:07:03,347
1,2021-06-29,70-74,2021-06-23 19:07:03,204
1,2021-06-29,75-79,2021-06-23 19:07:03,126
1,2021-06-29,80-84,2021-06-23 19:07:03,60
1,2021-06-29,85-n,2021-06-23 19:07:03,37
1,2021-06-30,00-17,2021-06-23 19:07:03,4
1,2021-06-30,18-19,2021-06-23 19:07:03,10
1,2021-06-30,20-24,2021-06-23 19:07:03,32
1,2021-06-30,25-29,2021-06-23 19:07:03,26
1,2021-06-30,30-34,2021-06-23 19:07:03,26
1,2021-06-30,35-39,2021-06-23 19:07:03,13
1,2021-06-30,40-44,2021-06-23 19:07:03,20
1,2021-06-30,45-49,2021-06-23 19:07:03,25
1,2021-06-30,50-54,2021-06-23 19:07:03,17
1,2021-06-30,55-59,2021-06-23 19:07:03,14
1,2021-06-30,60-64,2021-06-23 19:07:03,7
1,2021-06-30,65-69,2021-06-23 19:07:03,9
1,2021-06-30,70-74,2021-06-23 19:07:03,4
1,2021-06-30,75-79,2021-06-23 19:07:03,1
1,2021-07-01,00-17,2021-06-23 19:07:03,6
1,2021-07-01,18-19,2021-06-23 19:07:03,7
1,2021-07-01,20-24,2021-06-23 19:07:03,31
1,2021-07-01,25-29,2021-06-23 19:07:03,24
1,2021-07-01,30-34,2021-06-23 19:07:03,15
1,2021-07-01,35-39,2021-06-23 19:07:03,21
1,2021-07-01,40-44,2021-06-23 19:07:03,8
1,2021-07-01,45-49,2021-06-23 19:07:03,12
1,2021-07-01,50-54,2021-06-23 19:07:03,16
1,2021-07-01,55-59,2021-06-23 19:07:03,5
1,2021-07-01,60-64,2021-06-23 19:07:03,5
1,2021-07-01,65-69,2021-06-23 19:07:03,8
1,2021-07-01,70-74,2021-06-23 19:07:03,2
1,2021-07-01,75-79,2021-06-23 19:07:03,1
1,2021-07-01,80-84,2021-06-23 19:07:03,4
1,2021-07-02,18-19,2021-06-23 19:07:03,13
1,2021-07-02,20-24,2021-06-23 19:07:03,28
1,2021-07-02,25-29,2021-06-23 19:07:03,25
1,2021-07-02,30-34,2021-06-23 19:07:03,18
1,2021-07-02,35-39,2021-06-23 19:07:03,13
1,2021-07-02,40-44,2021-06-23 19:07:03,8
1,2021-07-02,45-49,2021-06-23 19:07:03,19
1,2021-07-02,50-54,2021-06-23 19:07:03,16
1,2021-07-02,55-59,2021-06-23 19:07:03,7
1,2021-07-02,60-64,2021-06-23 19:07:03,10
1,2021-07-02,65-69,2021-06-23 19:07:03,12
1,2021-07-02,70-74,2021-06-23 19:07:03,8
1,2021-07-02,75-79,2021-06-23 19:07:03,3
1,2021-07-02,80-84,2021-06-23 19:07:03,2
1,2021-07-02,85-n,2021-06-23 19:07:03,1
1,2021-07-06,18-19,2021-06-23 19:07:03,5
1,2021-07-06,20-24,2021-06-23 19:07:03,45
1,2021-07-06,25-29,2021-06-23 19:07:03,4
1,2021-07-06,40-44,2021-06-23 19:07:03,1
1,2021-07-06,45-49,2021-06-23 19:07:03,2
1,2021-07-06,50-54,2021-06-23 19:07:03,2
1,2021-07-06,55-59,2021-06-23 19:07:03,1
1,2021-07-07,00-17,2021-06-23 19:07:03,3
1,2021-07-07,18-19,2021-06-23 19:07:03,48
1,2021-07-07,20-24,2021-06-23 19:07:03,153
1,2021-07-07,25-29,2021-06-23 19:07:03,12
1,2021-07-07,30-34,2021-06-23 19:07:03,6
1,2021-07-07,35-39,2021-06-23 19:07:03,3
1,2021-07-07,40-44,2021-06-23 19:07:03,3
1,2021-07-07,45-49,2021-06-23 19:07:03,10
1,2021-07-07,50-54,2021-06-23 19:07:03,1
1,2021-07-07,55-59,2021-06-23 19:07:03,2
1,2021-07-07,60-64,2021-06-23 19:07:03,1
1,2021-07-07,70-74,2021-06-23 19:07:03,1
1,2021-07-07,85-n,2021-06-23 19:07:03,1
1,2021-07-08,18-19,2021-06-23 19:07:03,47
1,2021-07-08,40-44,2021-06-23 19:07:03,1
1,2021-07-08,45-49,2021-06-23 19:07:03,2
1,2021-07-08,50-54,2021-06-23 19:07:03,4
1,2021-07-08,60-64,2021-06-23 19:07:03,2
2,2021-06-23,00-17,2021-06-23 19:07:03,327
2,2021-06-23,18-19,2021-06-23 19:07:03,216
2,2021-06-23,20-24,2021-06-23 19:07:03,533
2,2021-06-23,25-29,2021-06-23 19:07:03,926
2,2021-06-23,30-34,2021-06-23 19:07:03,1366
2,2021-06-23,35-39,2021-06-23 19:07:03,1688
2,2021-06-23,40-44,2021-06-23 19:07:03,1708
2,2021-06-23,45-49,2021-06-23 19:07:03,1686
2,2021-06-23,50-54,2021-06-23 19:07:03,1069
2,2021-06-23,55-59,2021-06-23 19:07:03,899
2,2021-06-23,60-64,2021-06-23 19:07:03,594
2,2021-06-23,65-69,2021-06-23 19:07:03,497
2,2021-06-23,70-74,2021-06-23 19:07:03,334
2,2021-06-23,75-79,2021-06-23 19:07:03,167
2,2021-06-23,80-84,2021-06-23 19:07:03,98
2,2021-06-23,85-n,2021-06-23 19:07:03,47
2,2021-06-24,00-17,2021-06-23 19:07:03,621
2,2021-06-24,18-19,2021-06-23 19:07:03,634
2,2021-06-24,20-24,2021-06-23 19:07:03,1442
2,2021-06-24,25-29,2021-06-23 19:07:03,1985
2,2021-06-24,30-34,2021-06-23 19:07:03,3875
2,2021-06-24,35-39,2021-06-23 19:07:03,3157
2,2021-06-24,40-44,2021-06-23 19:07:03,3299
2,2021-06-24,45-49,2021-06-23 19:07:03,4871
2,2021-06-24,50-54,2021-06-23 19:07:03,3863
2,2021-06-24,55-59,2021-06-23 19:07:03,2474
2,2021-06-24,60-64,2021-06-23 19:07:03,1094
2,2021-06-24,65-69,2021-06-23 19:07:03,811
2,2021-06-24,70-74,2021-06-23 19:07:03,535
2,2021-06-24,75-79,2021-06-23 19:07:03,269
2,2021-06-24,80-84,2021-06-23 19:07:03,137
2,2021-06-24,85-n,2021-06-23 19:07:03,76
2,2021-06-25,00-17,2021-06-23 19:07:03,317
2,2021-06-25,18-19,2021-06-23 19:07:03,450
2,2021-06-25,20-24,2021-06-23 19:07:03,1206
2,2021-06-25,25-29,2021-06-23 19:07:03,1511
2,2021-06-25,30-34,2021-06-23 19:07:03,3173
2,2021-06-25,35-39,2021-06-23 19:07:03,3084
2,2021-06-25,40-44,2021-06-23 19:07:03,2785
2,2021-06-25,45-49,2021-06-23 19:07:03,5403
2,2021-06-25,50-54,2021-06-23 19:07:03,3578
2,2021-06-25,55-59,2021-06-23 19:07:03,2374
2,2021-06-25,60-64,2021-06-23 19:07:03,731
2,2021-06-25,65-69,2021-06-23 19:07:03,677
2,2021-06-25,70-74,2021-06-23 19:07:03,497
2,2021-06-25,75-79,2021-06-23 19:07:03,286
2,2021-06-25,80-84,2021-06-23 19:07:03,175
2,2021-06-25,85-n,2021-06-23 19:07:03,93
2,2021-06-26,00-17,2021-06-23 19:07:03,164
2,2021-06-26,18-19,2021-06-23 19:07:03,351
2,2021-06-26,20-24,2021-06-23 19:07:03,1327
2,2021-06-26,25-29,2021-06-23 19:07:03,1702
2,2021-06-26,30-34,2021-06-23 19:07:03,6132
2,2021-06-26,35-39,2021-06-23 19:07:03,3865
2,2021-06-26,40-44,2021-06-23 19:07:03,6138
2,2021-06-26,45-49,2021-06-23 19:07:03,6328
2,2021-06-26,50-54,2021-06-23 19:07:03,6034
2,2021-06-26,55-59,2021-06-23 19:07:03,3894
2,2021-06-26,60-64,2021-06-23 19:07:03,945
2,2021-06-26,65-69,2021-06-23 19:07:03,676
2,2021-06-26,70-74,2021-06-23 19:07:03,228
2,2021-06-26,75-79,2021-06-23 19:07:03,125
2,2021-06-26,80-84,2021-06-23 19:07:03,72
2,2021-06-26,85-n,2021-06-23 19:07:03,54
2,2021-06-27,00-17,2021-06-23 19:07:03,357
2,2021-06-27,18-19,2021-06-23 19:07:03,288
2,2021-06-27,20-24,2021-06-23 19:07:03,1284
2,2021-06-27,25-29,2021-06-23 19:07:03,2778
2,2021-06-27,30-34,2021-06-23 19:07:03,6743
2,2021-06-27,35-39,2021-06-23 19:07:03,1970
2,2021-06-27,40-44,2021-06-23 19:07:03,1521
2,2021-06-27,45-49,2021-06-23 19:07:03,5360
2,2021-06-27,50-54,2021-06-23 19:07:03,1527
2,2021-06-27,55-59,2021-06-23 19:07:03,1255
2,2021-06-27,60-64,2021-06-23 19:07:03,409
2,2021-06-27,65-69,2021-06-23 19:07:03,309
2,2021-06-27,70-74,2021-06-23 19:07:03,139
2,2021-06-27,75-79,2021-06-23 19:07:03,62
2,2021-06-27,80-84,2021-06-23 19:07:03,41
2,2021-06-27,85-n,2021-06-23 19:07:03,25
2,2021-06-28,00-17,2021-06-23 19:07:03,238
2,2021-06-28,18-19,2021-06-23 19:07:03,261
2,2021-06-28,20-24,2021-06-23 19:07:03,714
2,2021-06-28,25-29,2021-06-23 19:07:03,1128
2,2021-06-28,30-34,2021-06-23 19:07:03,2633
2,2021-06-28,35-39,2021-06-23 19:07:03,3059
2,2021-06-28,40-44,2021-06-23 19:07:03,2083
2,2021-06-28,45-49,2021-06-23 19:07:03,1706
2,2021-06-28,50-54,2021-06-23 19:07:03,1276
2,2021-06-28,55-59,2021-06-23 19:07:03,1355
2,2021-06-28,60-64,2021-06-23 19:07:03,991
2,2021-06-28,65-69,2021-06-23 19:07:03,755
2,2021-06-28,70-74,2021-06-23 19:07:03,838
2,2021-06-28,75-79,2021-06-23 19:07:03,384
2,2021-06-28,80-84,2021-06-23 19:07:03,208
2,2021-06-28,85-n,2021-06-23 19:07:03,156
2,2021-06-29,00-17,2021-06-23 19:07:03,319
2,2021-06-29,18-19,2021-06-23 19:07:03,398
2,2021-06-29,20-24,2021-06-23 19:07:03,895
2,2021-06-29,25-29,2021-06-23 19:07:03,1559
2,2021-06-29,30-34,2021-06-23 19:07:03,2891
2,2021-06-29,35-39,2021-06-23 19:07:03,3074
2,2021-06-29,40-44,2021-06-23 19:07:03,2530
2,2021-06-29,45-49,2021-06-23 19:07:03,1871
2,2021-06-29,50-54,2021-06-23 19:07:03,1304
2,2021-06-29,55-59,2021-06-23 19:07:03,1276
2,2021-06-29,60-64,2021-06-23 19:07:03,793
2,2021-06-29,65-69,2021-06-23 19:07:03,547
2,2021-06-29,70-74,2021-06-23 19:07:03,310
2,2021-06-29,75-79,2021-06-23 19:07:03,141
2,2021-06-29,80-84,2021-06-23 19:07:03,84
2,2021-06-29,85-n,2021-06-23 19:07:03,69
2,2021-06-30,00-17,2021-06-23 19:07:03,319
2,2021-06-30,18-19,2021-06-23 19:07:03,384
2,2021-06-30,20-24,2021-06-23 19:07:03,1152
2,2021-06-30,25-29,2021-06-23 19:07:03,2146
2,2021-06-30,30-34,2021-06-23 19:07:03,3129
2,2021-06-30,35-39,2021-06-23 19:07:03,2235
2,2021-06-30,40-44,2021-06-23 19:07:03,2393
2,2021-06-30,45-49,2021-06-23 19:07:03,2280
2,2021-06-30,50-54,2021-06-23 19:07:03,1376
2,2021-06-30,55-59,2021-06-23 19:07:03,1234
2,2021-06-30,60-64,2021-06-23 19:07:03,645
2,2021-06-30,65-69,2021-06-23 19:07:03,431
2,2021-06-30,70-74,2021-06-23 19:07:03,221
2,2021-06-30,75-79,2021-06-23 19:07:03,134
2,2021-06-30,80-84,2021-06-23 19:07:03,66
2,2021-06-30,85-n,2021-06-23 19:07:03,40
2,2021-07-01,00-17,2021-06-23 19:07:03,215
2,2021-07-01,18-19,2021-06-23 19:07:03,461
2,2021-07-01,20-24,2021-06-23 19:07:03,1383
2,2021-07-01,25-29,2021-06-23 19:07:03,3701
2,2021-07-01,30-34,2021-06-23 19:07:03,2781
2,2021-07-01,35-39,2021-06-23 19:07:03,2450
2,2021-07-01,40-44,2021-06-23 19:07:03,1727
2,2021-07-01,45-49,2021-06-23 19:07:03,1549
2,2021-07-01,50-54,2021-06-23 19:07:03,1204
2,2021-07-01,55-59,2021-06-23 19:07:03,888
2,2021-07-01,60-64,2021-06-23 19:07:03,460
2,2021-07-01,65-69,2021-06-23 19:07:03,354
2,2021-07-01,70-74,2021-06-23 19:07:03,202
2,2021-07-01,75-79,2021-06-23 19:07:03,92
2,2021-07-01,80-84,2021-06-23 19:07:03,49
2,2021-07-01,85-n,2021-06-23 19:07:03,26
2,2021-07-02,00-17,2021-06-23 19:07:03,463
2,2021-07-02,18-19,2021-06-23 19:07:03,522
2,2021-07-02,20-24,2021-06-23 19:07:03,1534
2,2021-07-02,25-29,2021-06-23 19:07:03,3099
2,2021-07-02,30-34,2021-06-23 19:07:03,2088
2,2021-07-02,35-39,2021-06-23 19:07:03,1969
2,2021-07-02,40-44,2021-06-23 19:07:03,2172
2,2021-07-02,45-49,2021-06-23 19:07:03,1287
2,2021-07-02,50-54,2021-06-23 19:07:03,717
2,2021-07-02,55-59,2021-06-23 19:07:03,791
2,2021-07-02,60-64,2021-06-23 19:07:03,500
2,2021-07-02,65-69,2021-06-23 19:07:03,410
2,2021-07-02,70-74,2021-06-23 19:07:03,220
2,2021-07-02,75-79,2021-06-23 19:07:03,116
2,2021-07-02,80-84,2021-06-23 19:07:03,77
2,2021-07-02,85-n,2021-06-23 19:07:03,48
2,2021-07-03,18-19,2021-06-23 19:07:03,2
2,2021-07-03,20-24,2021-06-23 19:07:03,5
2,2021-07-03,25-29,2021-06-23 19:07:03,4
2,2021-07-03,30-34,2021-06-23 19:07:03,16
2,2021-07-03,35-39,2021-06-23 19:07:03,15
2,2021-07-03,40-44,2021-06-23 19:07:03,24
2,2021-07-03,45-49,2021-06-23 19:07:03,496
2,2021-07-03,55-59,2021-06-23 19:07:03,1
2,2021-07-03,60-64,2021-06-23 19:07:03,1
2,2021-07-06,00-17,2021-06-23 19:07:03,4
2,2021-07-06,18-19,2021-06-23 19:07:03,3
2,2021-07-06,20-24,2021-06-23 19:07:03,8
2,2021-07-06,25-29,2021-06-23 19:07:03,8
2,2021-07-06,30-34,2021-06-23 19:07:03,11
2,2021-07-06,35-39,2021-06-23 19:07:03,9
2,2021-07-06,40-44,2021-06-23 19:07:03,45
2,2021-07-06,45-49,2021-06-23 19:07:03,68
2,2021-07-06,50-54,2021-06-23 19:07:03,67
2,2021-07-06,55-59,2021-06-23 19:07:03,50
2,2021-07-06,60-64,2021-06-23 19:07:03,30
2,2021-07-06,65-69,2021-06-23 19:07:03,10
2,2021-07-06,70-74,2021-06-23 19:07:03,5
2,2021-07-06,75-79,2021-06-23 19:07:03,5
2,2021-07-06,80-84,2021-06-23 19:07:03,2
2,2021-07-07,00-17,2021-06-23 19:07:03,2
2,2021-07-07,20-24,2021-06-23 19:07:03,3
2,2021-07-07,25-29,2021-06-23 19:07:03,4
2,2021-07-07,30-34,2021-06-23 19:07:03,3
2,2021-07-07,35-39,2021-06-23 19:07:03,70
2,2021-07-07,40-44,2021-06-23 19:07:03,40
2,2021-07-07,45-49,2021-06-23 19:07:03,5
2,2021-07-07,50-54,2021-06-23 19:07:03,3
2,2021-07-07,55-59,2021-06-23 19:07:03,1
2,2021-07-07,60-64,2021-06-23 19:07:03,3
2,2021-07-07,65-69,2021-06-23 19:07:03,2
2,2021-07-07,70-74,2021-06-23 19:07:03,1
2,2021-07-07,75-79,2021-06-23 19:07:03,1
2,2021-07-08,00-17,2021-06-23 19:07:03,4
2,2021-07-08,18-19,2021-06-23 19:07:03,4
2,2021-07-08,20-24,2021-06-23 19:07:03,7
2,2021-07-08,25-29,2021-06-23 19:07:03,7
2,2021-07-08,30-34,2021-06-23 19:07:03,3
2,2021-07-08,35-39,2021-06-23 19:07:03,18
2,2021-07-08,40-44,2021-06-23 19:07:03,12
2,2021-07-08,45-49,2021-06-23 19:07:03,30
2,2021-07-08,50-54,2021-06-23 19:07:03,23
2,2021-07-08,55-59,2021-06-23 19:07:03,23
2,2021-07-08,60-64,2021-06-23 19:07:03,11
2,2021-07-08,65-69,2021-06-23 19:07:03,2
2,2021-07-08,70-74,2021-06-23 19:07:03,5
2,2021-07-08,75-79,2021-06-23 19:07:03,3
2,2021-07-08,85-n,2021-06-23 19:07:03,1
2,2021-07-19,50-54,2021-06-23 19:07:03,1
1,2021-06-24,00-17,2021-06-24 19:06:43,193
1,2021-06-24,18-19,2021-06-24 19:06:43,158
1,2021-06-24,20-24,2021-06-24 19:06:43,304
1,2021-06-24,25-29,2021-06-24 19:06:43,424
1,2021-06-24,30-34,2021-06-24 19:06:43,444
1,2021-06-24,35-39,2021-06-24 19:06:43,255
1,2021-06-24,40-44,2021-06-24 19:06:43,204
1,2021-06-24,45-49,2021-06-24 19:06:43,218
1,2021-06-24,50-54,2021-06-24 19:06:43,165
1,2021-06-24,55-59,2021-06-24 19:06:43,208
1,2021-06-24,60-64,2021-06-24 19:06:43,215
1,2021-06-24,65-69,2021-06-24 19:06:43,165
1,2021-06-24,70-74,2021-06-24 19:06:43,86
1,2021-06-24,75-79,2021-06-24 19:06:43,46
1,2021-06-24,80-84,2021-06-24 19:06:43,23
1,2021-06-24,85-n,2021-06-24 19:06:43,14
1,2021-06-25,00-17,2021-06-24 19:06:43,453
1,2021-06-25,18-19,2021-06-24 19:06:43,1098
1,2021-06-25,20-24,2021-06-24 19:06:43,1104
1,2021-06-25,25-29,2021-06-24 19:06:43,1964
1,2021-06-25,30-34,2021-06-24 19:06:43,796
1,2021-06-25,35-39,2021-06-24 19:06:43,721
1,2021-06-25,40-44,2021-06-24 19:06:43,541
1,2021-06-25,45-49,2021-06-24 19:06:43,339
1,2021-06-25,50-54,2021-06-24 19:06:43,338
1,2021-06-25,55-59,2021-06-24 19:06:43,307
1,2021-06-25,60-64,2021-06-24 19:06:43,291
1,2021-06-25,65-69,2021-06-24 19:06:43,265
1,2021-06-25,70-74,2021-06-24 19:06:43,137
1,2021-06-25,75-79,2021-06-24 19:06:43,80
1,2021-06-25,80-84,2021-06-24 19:06:43,62
1,2021-06-25,85-n,2021-06-24 19:06:43,24
1,2021-06-26,00-17,2021-06-24 19:06:43,1249
1,2021-06-26,18-19,2021-06-24 19:06:43,170
1,2021-06-26,20-24,2021-06-24 19:06:43,523
1,2021-06-26,25-29,2021-06-24 19:06:43,786
1,2021-06-26,30-34,2021-06-24 19:06:43,776
1,2021-06-26,35-39,2021-06-24 19:06:43,666
1,2021-06-26,40-44,2021-06-24 19:06:43,515
1,2021-06-26,45-49,2021-06-24 19:06:43,424
1,2021-06-26,50-54,2021-06-24 19:06:43,315
1,2021-06-26,55-59,2021-06-24 19:06:43,312
1,2021-06-26,60-64,2021-06-24 19:06:43,385
1,2021-06-26,65-69,2021-06-24 19:06:43,317
1,2021-06-26,70-74,2021-06-24 19:06:43,162
1,2021-06-26,75-79,2021-06-24 19:06:43,80
1,2021-06-26,80-84,2021-06-24 19:06:43,48
1,2021-06-26,85-n,2021-06-24 19:06:43,24
1,2021-06-27,00-17,2021-06-24 19:06:43,2853
1,2021-06-27,18-19,2021-06-24 19:06:43,326
1,2021-06-27,20-24,2021-06-24 19:06:43,692
1,2021-06-27,25-29,2021-06-24 19:06:43,390
1,2021-06-27,30-34,2021-06-24 19:06:43,303
1,2021-06-27,35-39,2021-06-24 19:06:43,287
1,2021-06-27,40-44,2021-06-24 19:06:43,388
1,2021-06-27,45-49,2021-06-24 19:06:43,377
1,2021-06-27,50-54,2021-06-24 19:06:43,267
1,2021-06-27,55-59,2021-06-24 19:06:43,298
1,2021-06-27,60-64,2021-06-24 19:06:43,273
1,2021-06-27,65-69,2021-06-24 19:06:43,224
1,2021-06-27,70-74,2021-06-24 19:06:43,126
1,2021-06-27,75-79,2021-06-24 19:06:43,46
1,2021-06-27,80-84,2021-06-24 19:06:43,26
1,2021-06-27,85-n,2021-06-24 19:06:43,15
1,2021-06-28,00-17,2021-06-24 19:06:43,1424
1,2021-06-28,18-19,2021-06-24 19:06:43,121
1,2021-06-28,20-24,2021-06-24 19:06:43,944
1,2021-06-28,25-29,2021-06-24 19:06:43,929
1,2021-06-28,30-34,2021-06-24 19:06:43,680
1,2021-06-28,35-39,2021-06-24 19:06:43,770
1,2021-06-28,40-44,2021-06-24 19:06:43,673
1,2021-06-28,45-49,2021-06-24 19:06:43,593
1,2021-06-28,50-54,2021-06-24 19:06:43,477
1,2021-06-28,55-59,2021-06-24 19:06:43,451
1,2021-06-28,60-64,2021-06-24 19:06:43,557
1,2021-06-28,65-69,2021-06-24 19:06:43,480
1,2021-06-28,70-74,2021-06-24 19:06:43,296
1,2021-06-28,75-79,2021-06-24 19:06:43,165
1,2021-06-28,80-84,2021-06-24 19:06:43,91
1,2021-06-28,85-n,2021-06-24 19:06:43,55
1,2021-06-29,00-17,2021-06-24 19:06:43,1380
1,2021-06-29,18-19,2021-06-24 19:06:43,115
1,2021-06-29,20-24,2021-06-24 19:06:43,1693
1,2021-06-29,25-29,2021-06-24 19:06:43,633
1,2021-06-29,30-34,2021-06-24 19:06:43,743
1,2021-06-29,35-39,2021-06-24 19:06:43,400
1,2021-06-29,40-44,2021-06-24 19:06:43,545
1,2021-06-29,45-49,2021-06-24 19:06:43,548
1,2021-06-29,50-54,2021-06-24 19:06:43,426
1,2021-06-29,55-59,2021-06-24 19:06:43,472
1,2021-06-29,60-64,2021-06-24 19:06:43,403
1,2021-06-29,65-69,2021-06-24 19:06:43,373
1,2021-06-29,70-74,2021-06-24 19:06:43,216
1,2021-06-29,75-79,2021-06-24 19:06:43,127
1,2021-06-29,80-84,2021-06-24 19:06:43,67
1,2021-06-29,85-n,2021-06-24 19:06:43,42
1,2021-06-30,00-17,2021-06-24 19:06:43,836
1,2021-06-30,18-19,2021-06-24 19:06:43,201
1,2021-06-30,20-24,2021-06-24 19:06:43,1179
1,2021-06-30,25-29,2021-06-24 19:06:43,850
1,2021-06-30,30-34,2021-06-24 19:06:43,467
