Dávka,Termín,Veková skupina,Čas publikovania,Počet registrácií
2,2021-07-08,30-34,2021-06-27 19:06:57,13
2,2021-07-08,35-39,2021-06-27 19:06:57,31
2,2021-07-08,40-44,2021-06-27 19:06:57,22
2,2021-07-08,45-49,2021-06-27 19:06:57,40
2,2021-07-08,50-54,2021-06-27 19:06:57,30
2,2021-07-08,55-59,2021-06-27 19:06:57,28
2,2021-07-08,60-64,2021-06-27 19:06:57,16
2,2021-07-08,65-69,2021-06-27 19:06:57,3
2,2021-07-08,70-74,2021-06-27 19:06:57,7
2,2021-07-08,75-79,2021-06-27 19:06:57,4
2,2021-07-08,80-84,2021-06-27 19:06:57,1
2,2021-07-08,85-n,2021-06-27 19:06:57,1
1,2021-06-28,00-17,2021-06-28 19:07:18,1753
1,2021-06-28,18-19,2021-06-28 19:07:18,109
1,2021-06-28,20-24,2021-06-28 19:07:18,747
1,2021-06-28,25-29,2021-06-28 19:07:18,643
1,2021-06-28,30-34,2021-06-28 19:07:18,480
1,2021-06-28,35-39,2021-06-28 19:07:18,576
1,2021-06-28,40-44,2021-06-28 19:07:18,498
1,2021-06-28,45-49,2021-06-28 19:07:18,458
1,2021-06-28,50-54,2021-06-28 19:07:18,393
1,2021-06-28,55-59,2021-06-28 19:07:18,369
1,2021-06-28,60-64,2021-06-28 19:07:18,439
1,2021-06-28,65-69,2021-06-28 19:07:18,472
1,2021-06-28,70-74,2021-06-28 19:07:18,277
1,2021-06-28,75-79,2021-06-28 19:07:18,141
1,2021-06-28,80-84,2021-06-28 19:07:18,78
1,2021-06-28,85-n,2021-06-28 19:07:18,53
1,2021-06-29,00-17,2021-06-28 19:07:18,2357
1,2021-06-29,18-19,2021-06-28 19:07:18,269
1,2021-06-29,20-24,2021-06-28 19:07:18,1546
1,2021-06-29,25-29,2021-06-28 19:07:18,646
1,2021-06-29,30-34,2021-06-28 19:07:18,781
1,2021-06-29,35-39,2021-06-28 19:07:18,510
1,2021-06-29,40-44,2021-06-28 19:07:18,613
1,2021-06-29,45-49,2021-06-28 19:07:18,660
1,2021-06-29,50-54,2021-06-28 19:07:18,500
1,2021-06-29,55-59,2021-06-28 19:07:18,505
1,2021-06-29,60-64,2021-06-28 19:07:18,429
1,2021-06-29,65-69,2021-06-28 19:07:18,393
1,2021-06-29,70-74,2021-06-28 19:07:18,231
1,2021-06-29,75-79,2021-06-28 19:07:18,141
1,2021-06-29,80-84,2021-06-28 19:07:18,65
1,2021-06-29,85-n,2021-06-28 19:07:18,43
1,2021-06-30,00-17,2021-06-28 19:07:18,1133
1,2021-06-30,18-19,2021-06-28 19:07:18,476
1,2021-06-30,20-24,2021-06-28 19:07:18,1097
1,2021-06-30,25-29,2021-06-28 19:07:18,843
1,2021-06-30,30-34,2021-06-28 19:07:18,512
1,2021-06-30,35-39,2021-06-28 19:07:18,415
1,2021-06-30,40-44,2021-06-28 19:07:18,525
1,2021-06-30,45-49,2021-06-28 19:07:18,476
1,2021-06-30,50-54,2021-06-28 19:07:18,304
1,2021-06-30,55-59,2021-06-28 19:07:18,336
1,2021-06-30,60-64,2021-06-28 19:07:18,234
1,2021-06-30,65-69,2021-06-28 19:07:18,200
1,2021-06-30,70-74,2021-06-28 19:07:18,121
1,2021-06-30,75-79,2021-06-28 19:07:18,59
1,2021-06-30,80-84,2021-06-28 19:07:18,39
1,2021-06-30,85-n,2021-06-28 19:07:18,25
1,2021-07-01,00-17,2021-06-28 19:07:18,925
1,2021-07-01,18-19,2021-06-28 19:07:18,260
1,2021-07-01,20-24,2021-06-28 19:07:18,899
1,2021-07-01,25-29,2021-06-28 19:07:18,453
1,2021-07-01,30-34,2021-06-28 19:07:18,612
1,2021-07-01,35-39,2021-06-28 19:07:18,582
1,2021-07-01,40-44,2021-06-28 19:07:18,438
1,2021-07-01,45-49,2021-06-28 19:07:18,381
1,2021-07-01,50-54,2021-06-28 19:07:18,329
1,2021-07-01,55-59,2021-06-28 19:07:18,270
1,2021-07-01,60-64,2021-06-28 19:07:18,230
1,2021-07-01,65-69,2021-06-28 19:07:18,111
1,2021-07-01,70-74,2021-06-28 19:07:18,78
1,2021-07-01,75-79,2021-06-28 19:07:18,51
1,2021-07-01,80-84,2021-06-28 19:07:18,28
1,2021-07-01,85-n,2021-06-28 19:07:18,16
1,2021-07-02,00-17,2021-06-28 19:07:18,673
1,2021-07-02,18-19,2021-06-28 19:07:18,818
1,2021-07-02,20-24,2021-06-28 19:07:18,640
1,2021-07-02,25-29,2021-06-28 19:07:18,502
1,2021-07-02,30-34,2021-06-28 19:07:18,446
1,2021-07-02,35-39,2021-06-28 19:07:18,370
1,2021-07-02,40-44,2021-06-28 19:07:18,444
1,2021-07-02,45-49,2021-06-28 19:07:18,409
1,2021-07-02,50-54,2021-06-28 19:07:18,264
1,2021-07-02,55-59,2021-06-28 19:07:18,300
1,2021-07-02,60-64,2021-06-28 19:07:18,171
1,2021-07-02,65-69,2021-06-28 19:07:18,125
1,2021-07-02,70-74,2021-06-28 19:07:18,95
1,2021-07-02,75-79,2021-06-28 19:07:18,42
1,2021-07-02,80-84,2021-06-28 19:07:18,31
1,2021-07-02,85-n,2021-06-28 19:07:18,9
1,2021-07-03,00-17,2021-06-28 19:07:18,34
1,2021-07-03,18-19,2021-06-28 19:07:18,15
1,2021-07-03,20-24,2021-06-28 19:07:18,34
1,2021-07-03,25-29,2021-06-28 19:07:18,27
1,2021-07-03,30-34,2021-06-28 19:07:18,24
1,2021-07-03,35-39,2021-06-28 19:07:18,15
1,2021-07-03,40-44,2021-06-28 19:07:18,12
1,2021-07-03,45-49,2021-06-28 19:07:18,4
1,2021-07-03,50-54,2021-06-28 19:07:18,4
1,2021-07-03,55-59,2021-06-28 19:07:18,5
1,2021-07-03,60-64,2021-06-28 19:07:18,3
1,2021-07-03,75-79,2021-06-28 19:07:18,1
1,2021-07-04,00-17,2021-06-28 19:07:18,7
1,2021-07-04,18-19,2021-06-28 19:07:18,27
1,2021-07-04,20-24,2021-06-28 19:07:18,333
1,2021-07-04,25-29,2021-06-28 19:07:18,257
1,2021-07-04,30-34,2021-06-28 19:07:18,262
1,2021-07-04,35-39,2021-06-28 19:07:18,237
1,2021-07-04,40-44,2021-06-28 19:07:18,184
1,2021-07-04,45-49,2021-06-28 19:07:18,133
1,2021-07-04,50-54,2021-06-28 19:07:18,73
1,2021-07-04,55-59,2021-06-28 19:07:18,86
1,2021-07-04,60-64,2021-06-28 19:07:18,46
1,2021-07-04,65-69,2021-06-28 19:07:18,20
1,2021-07-04,70-74,2021-06-28 19:07:18,10
1,2021-07-04,75-79,2021-06-28 19:07:18,10
1,2021-07-04,80-84,2021-06-28 19:07:18,5
1,2021-07-04,85-n,2021-06-28 19:07:18,5
1,2021-07-06,18-19,2021-06-28 19:07:18,5
1,2021-07-06,20-24,2021-06-28 19:07:18,41
1,2021-07-06,25-29,2021-06-28 19:07:18,4
1,2021-07-06,35-39,2021-06-28 19:07:18,1
1,2021-07-06,40-44,2021-06-28 19:07:18,1
1,2021-07-06,45-49,2021-06-28 19:07:18,2
1,2021-07-06,50-54,2021-06-28 19:07:18,2
1,2021-07-06,55-59,2021-06-28 19:07:18,1
1,2021-07-07,00-17,2021-06-28 19:07:18,2
1,2021-07-07,18-19,2021-06-28 19:07:18,39
1,2021-07-07,20-24,2021-06-28 19:07:18,131
1,2021-07-07,25-29,2021-06-28 19:07:18,8
1,2021-07-07,30-34,2021-06-28 19:07:18,5
1,2021-07-07,35-39,2021-06-28 19:07:18,3
1,2021-07-07,40-44,2021-06-28 19:07:18,3
1,2021-07-07,45-49,2021-06-28 19:07:18,10
1,2021-07-07,50-54,2021-06-28 19:07:18,1
1,2021-07-07,55-59,2021-06-28 19:07:18,2
1,2021-07-07,60-64,2021-06-28 19:07:18,1
1,2021-07-07,70-74,2021-06-28 19:07:18,1
1,2021-07-07,85-n,2021-06-28 19:07:18,1
1,2021-07-08,18-19,2021-06-28 19:07:18,43
1,2021-07-08,25-29,2021-06-28 19:07:18,1
1,2021-07-08,40-44,2021-06-28 19:07:18,1
1,2021-07-08,45-49,2021-06-28 19:07:18,3
1,2021-07-08,50-54,2021-06-28 19:07:18,4
1,2021-07-08,60-64,2021-06-28 19:07:18,2
2,2021-06-28,00-17,2021-06-28 19:07:18,318
2,2021-06-28,18-19,2021-06-28 19:07:18,222
2,2021-06-28,20-24,2021-06-28 19:07:18,537
2,2021-06-28,25-29,2021-06-28 19:07:18,738
2,2021-06-28,30-34,2021-06-28 19:07:18,2078
2,2021-06-28,35-39,2021-06-28 19:07:18,2223
2,2021-06-28,40-44,2021-06-28 19:07:18,1359
2,2021-06-28,45-49,2021-06-28 19:07:18,908
2,2021-06-28,50-54,2021-06-28 19:07:18,698
2,2021-06-28,55-59,2021-06-28 19:07:18,686
2,2021-06-28,60-64,2021-06-28 19:07:18,619
2,2021-06-28,65-69,2021-06-28 19:07:18,530
2,2021-06-28,70-74,2021-06-28 19:07:18,591
2,2021-06-28,75-79,2021-06-28 19:07:18,286
2,2021-06-28,80-84,2021-06-28 19:07:18,172
2,2021-06-28,85-n,2021-06-28 19:07:18,141
2,2021-06-29,00-17,2021-06-28 19:07:18,266
2,2021-06-29,18-19,2021-06-28 19:07:18,382
2,2021-06-29,20-24,2021-06-28 19:07:18,860
2,2021-06-29,25-29,2021-06-28 19:07:18,1578
2,2021-06-29,30-34,2021-06-28 19:07:18,2878
2,2021-06-29,35-39,2021-06-28 19:07:18,3018
2,2021-06-29,40-44,2021-06-28 19:07:18,2480
2,2021-06-29,45-49,2021-06-28 19:07:18,1970
2,2021-06-29,50-54,2021-06-28 19:07:18,1499
2,2021-06-29,55-59,2021-06-28 19:07:18,1537
2,2021-06-29,60-64,2021-06-28 19:07:18,849
2,2021-06-29,65-69,2021-06-28 19:07:18,546
2,2021-06-29,70-74,2021-06-28 19:07:18,305
2,2021-06-29,75-79,2021-06-28 19:07:18,156
2,2021-06-29,80-84,2021-06-28 19:07:18,85
2,2021-06-29,85-n,2021-06-28 19:07:18,64
2,2021-06-30,00-17,2021-06-28 19:07:18,296
2,2021-06-30,18-19,2021-06-28 19:07:18,358
2,2021-06-30,20-24,2021-06-28 19:07:18,1089
2,2021-06-30,25-29,2021-06-28 19:07:18,2045
2,2021-06-30,30-34,2021-06-28 19:07:18,3050
2,2021-06-30,35-39,2021-06-28 19:07:18,2152
2,2021-06-30,40-44,2021-06-28 19:07:18,2748
2,2021-06-30,45-49,2021-06-28 19:07:18,2393
2,2021-06-30,50-54,2021-06-28 19:07:18,1464
2,2021-06-30,55-59,2021-06-28 19:07:18,1383
2,2021-06-30,60-64,2021-06-28 19:07:18,700
2,2021-06-30,65-69,2021-06-28 19:07:18,448
2,2021-06-30,70-74,2021-06-28 19:07:18,241
2,2021-06-30,75-79,2021-06-28 19:07:18,143
2,2021-06-30,80-84,2021-06-28 19:07:18,71
2,2021-06-30,85-n,2021-06-28 19:07:18,40
2,2021-07-01,00-17,2021-06-28 19:07:18,231
2,2021-07-01,18-19,2021-06-28 19:07:18,500
2,2021-07-01,20-24,2021-06-28 19:07:18,1372
2,2021-07-01,25-29,2021-06-28 19:07:18,3474
2,2021-07-01,30-34,2021-06-28 19:07:18,2951
2,2021-07-01,35-39,2021-06-28 19:07:18,3258
2,2021-07-01,40-44,2021-06-28 19:07:18,2374
2,2021-07-01,45-49,2021-06-28 19:07:18,2164
2,2021-07-01,50-54,2021-06-28 19:07:18,1553
2,2021-07-01,55-59,2021-06-28 19:07:18,1067
2,2021-07-01,60-64,2021-06-28 19:07:18,551
2,2021-07-01,65-69,2021-06-28 19:07:18,434
2,2021-07-01,70-74,2021-06-28 19:07:18,243
2,2021-07-01,75-79,2021-06-28 19:07:18,118
2,2021-07-01,80-84,2021-06-28 19:07:18,66
2,2021-07-01,85-n,2021-06-28 19:07:18,41
2,2021-07-02,00-17,2021-06-28 19:07:18,480
2,2021-07-02,18-19,2021-06-28 19:07:18,546
2,2021-07-02,20-24,2021-06-28 19:07:18,1585
2,2021-07-02,25-29,2021-06-28 19:07:18,3085
2,2021-07-02,30-34,2021-06-28 19:07:18,2228
2,2021-07-02,35-39,2021-06-28 19:07:18,2369
2,2021-07-02,40-44,2021-06-28 19:07:18,2291
2,2021-07-02,45-49,2021-06-28 19:07:18,1493
2,2021-07-02,50-54,2021-06-28 19:07:18,882
2,2021-07-02,55-59,2021-06-28 19:07:18,915
2,2021-07-02,60-64,2021-06-28 19:07:18,514
2,2021-07-02,65-69,2021-06-28 19:07:18,466
2,2021-07-02,70-74,2021-06-28 19:07:18,255
2,2021-07-02,75-79,2021-06-28 19:07:18,137
2,2021-07-02,80-84,2021-06-28 19:07:18,90
2,2021-07-02,85-n,2021-06-28 19:07:18,57
2,2021-07-03,00-17,2021-06-28 19:07:18,24
2,2021-07-03,18-19,2021-06-28 19:07:18,37
2,2021-07-03,20-24,2021-06-28 19:07:18,71
2,2021-07-03,25-29,2021-06-28 19:07:18,76
2,2021-07-03,30-34,2021-06-28 19:07:18,786
2,2021-07-03,35-39,2021-06-28 19:07:18,122
2,2021-07-03,40-44,2021-06-28 19:07:18,80
2,2021-07-03,45-49,2021-06-28 19:07:18,489
2,2021-07-03,50-54,2021-06-28 19:07:18,48
2,2021-07-03,55-59,2021-06-28 19:07:18,79
2,2021-07-03,60-64,2021-06-28 19:07:18,79
2,2021-07-03,65-69,2021-06-28 19:07:18,50
2,2021-07-03,70-74,2021-06-28 19:07:18,38
2,2021-07-03,75-79,2021-06-28 19:07:18,26
2,2021-07-03,80-84,2021-06-28 19:07:18,18
2,2021-07-03,85-n,2021-06-28 19:07:18,13
2,2021-07-04,00-17,2021-06-28 19:07:18,67
2,2021-07-04,18-19,2021-06-28 19:07:18,86
2,2021-07-04,20-24,2021-06-28 19:07:18,218
2,2021-07-04,25-29,2021-06-28 19:07:18,424
2,2021-07-04,30-34,2021-06-28 19:07:18,475
2,2021-07-04,35-39,2021-06-28 19:07:18,293
2,2021-07-04,40-44,2021-06-28 19:07:18,143
2,2021-07-04,45-49,2021-06-28 19:07:18,106
2,2021-07-04,50-54,2021-06-28 19:07:18,69
2,2021-07-04,55-59,2021-06-28 19:07:18,45
2,2021-07-04,60-64,2021-06-28 19:07:18,38
2,2021-07-04,65-69,2021-06-28 19:07:18,36
2,2021-07-04,70-74,2021-06-28 19:07:18,24
2,2021-07-04,75-79,2021-06-28 19:07:18,14
2,2021-07-04,80-84,2021-06-28 19:07:18,7
2,2021-07-04,85-n,2021-06-28 19:07:18,9
2,2021-07-06,00-17,2021-06-28 19:07:18,4
2,2021-07-06,18-19,2021-06-28 19:07:18,3
2,2021-07-06,20-24,2021-06-28 19:07:18,10
2,2021-07-06,25-29,2021-06-28 19:07:18,11
2,2021-07-06,30-34,2021-06-28 19:07:18,11
2,2021-07-06,35-39,2021-06-28 19:07:18,9
2,2021-07-06,40-44,2021-06-28 19:07:18,41
2,2021-07-06,45-49,2021-06-28 19:07:18,64
2,2021-07-06,50-54,2021-06-28 19:07:18,62
2,2021-07-06,55-59,2021-06-28 19:07:18,49
2,2021-07-06,60-64,2021-06-28 19:07:18,30
2,2021-07-06,65-69,2021-06-28 19:07:18,10
2,2021-07-06,70-74,2021-06-28 19:07:18,4
2,2021-07-06,75-79,2021-06-28 19:07:18,5
2,2021-07-06,80-84,2021-06-28 19:07:18,2
2,2021-07-07,00-17,2021-06-28 19:07:18,1
2,2021-07-07,20-24,2021-06-28 19:07:18,3
2,2021-07-07,25-29,2021-06-28 19:07:18,4
2,2021-07-07,30-34,2021-06-28 19:07:18,4
2,2021-07-07,35-39,2021-06-28 19:07:18,71
2,2021-07-07,40-44,2021-06-28 19:07:18,42
2,2021-07-07,45-49,2021-06-28 19:07:18,6
2,2021-07-07,50-54,2021-06-28 19:07:18,3
2,2021-07-07,55-59,2021-06-28 19:07:18,3
2,2021-07-07,60-64,2021-06-28 19:07:18,3
2,2021-07-07,65-69,2021-06-28 19:07:18,2
2,2021-07-07,70-74,2021-06-28 19:07:18,1
2,2021-07-07,75-79,2021-06-28 19:07:18,1
2,2021-07-08,00-17,2021-06-28 19:07:18,5
2,2021-07-08,18-19,2021-06-28 19:07:18,4
2,2021-07-08,20-24,2021-06-28 19:07:18,9
2,2021-07-08,25-29,2021-06-28 19:07:18,6
2,2021-07-08,30-34,2021-06-28 19:07:18,13
2,2021-07-08,35-39,2021-06-28 19:07:18,31
2,2021-07-08,40-44,2021-06-28 19:07:18,22
2,2021-07-08,45-49,2021-06-28 19:07:18,40
2,2021-07-08,50-54,2021-06-28 19:07:18,30
2,2021-07-08,55-59,2021-06-28 19:07:18,28
2,2021-07-08,60-64,2021-06-28 19:07:18,16
2,2021-07-08,65-69,2021-06-28 19:07:18,3
2,2021-07-08,70-74,2021-06-28 19:07:18,7
2,2021-07-08,75-79,2021-06-28 19:07:18,4
2,2021-07-08,80-84,2021-06-28 19:07:18,1
2,2021-07-08,85-n,2021-06-28 19:07:18,1
1,2021-06-29,00-17,2021-06-29 19:06:53,1706
1,2021-06-29,18-19,2021-06-29 19:06:53,98
1,2021-06-29,20-24,2021-06-29 19:06:53,1279
1,2021-06-29,25-29,2021-06-29 19:06:53,481
1,2021-06-29,30-34,2021-06-29 19:06:53,621
1,2021-06-29,35-39,2021-06-29 19:06:53,327
1,2021-06-29,40-44,2021-06-29 19:06:53,435
1,2021-06-29,45-49,2021-06-29 19:06:53,475
1,2021-06-29,50-54,2021-06-29 19:06:53,348
1,2021-06-29,55-59,2021-06-29 19:06:53,384
1,2021-06-29,60-64,2021-06-29 19:06:53,357
1,2021-06-29,65-69,2021-06-29 19:06:53,306
1,2021-06-29,70-74,2021-06-29 19:06:53,189
1,2021-06-29,75-79,2021-06-29 19:06:53,114
1,2021-06-29,80-84,2021-06-29 19:06:53,51
1,2021-06-29,85-n,2021-06-29 19:06:53,37
1,2021-06-30,00-17,2021-06-29 19:06:53,1166
1,2021-06-30,18-19,2021-06-29 19:06:53,459
1,2021-06-30,20-24,2021-06-29 19:06:53,1076
1,2021-06-30,25-29,2021-06-29 19:06:53,849
1,2021-06-30,30-34,2021-06-29 19:06:53,573
1,2021-06-30,35-39,2021-06-29 19:06:53,510
1,2021-06-30,40-44,2021-06-29 19:06:53,607
1,2021-06-30,45-49,2021-06-29 19:06:53,535
1,2021-06-30,50-54,2021-06-29 19:06:53,362
1,2021-06-30,55-59,2021-06-29 19:06:53,405
1,2021-06-30,60-64,2021-06-29 19:06:53,262
1,2021-06-30,65-69,2021-06-29 19:06:53,258
1,2021-06-30,70-74,2021-06-29 19:06:53,152
1,2021-06-30,75-79,2021-06-29 19:06:53,74
1,2021-06-30,80-84,2021-06-29 19:06:53,46
1,2021-06-30,85-n,2021-06-29 19:06:53,30
1,2021-07-01,00-17,2021-06-29 19:06:53,904
1,2021-07-01,18-19,2021-06-29 19:06:53,247
1,2021-07-01,20-24,2021-06-29 19:06:53,906
1,2021-07-01,25-29,2021-06-29 19:06:53,508
1,2021-07-01,30-34,2021-06-29 19:06:53,710
1,2021-07-01,35-39,2021-06-29 19:06:53,593
1,2021-07-01,40-44,2021-06-29 19:06:53,470
1,2021-07-01,45-49,2021-06-29 19:06:53,406
1,2021-07-01,50-54,2021-06-29 19:06:53,347
1,2021-07-01,55-59,2021-06-29 19:06:53,311
1,2021-07-01,60-64,2021-06-29 19:06:53,264
1,2021-07-01,65-69,2021-06-29 19:06:53,146
1,2021-07-01,70-74,2021-06-29 19:06:53,100
1,2021-07-01,75-79,2021-06-29 19:06:53,63
1,2021-07-01,80-84,2021-06-29 19:06:53,37
1,2021-07-01,85-n,2021-06-29 19:06:53,22
1,2021-07-02,00-17,2021-06-29 19:06:53,709
1,2021-07-02,18-19,2021-06-29 19:06:53,794
1,2021-07-02,20-24,2021-06-29 19:06:53,635
1,2021-07-02,25-29,2021-06-29 19:06:53,499
1,2021-07-02,30-34,2021-06-29 19:06:53,459
1,2021-07-02,35-39,2021-06-29 19:06:53,384
1,2021-07-02,40-44,2021-06-29 19:06:53,471
1,2021-07-02,45-49,2021-06-29 19:06:53,445
1,2021-07-02,50-54,2021-06-29 19:06:53,316
1,2021-07-02,55-59,2021-06-29 19:06:53,448
1,2021-07-02,60-64,2021-06-29 19:06:53,256
1,2021-07-02,65-69,2021-06-29 19:06:53,194
1,2021-07-02,70-74,2021-06-29 19:06:53,139
1,2021-07-02,75-79,2021-06-29 19:06:53,61
1,2021-07-02,80-84,2021-06-29 19:06:53,37
1,2021-07-02,85-n,2021-06-29 19:06:53,16
1,2021-07-03,00-17,2021-06-29 19:06:53,222
1,2021-07-03,18-19,2021-06-29 19:06:53,88
1,2021-07-03,20-24,2021-06-29 19:06:53,261
1,2021-07-03,25-29,2021-06-29 19:06:53,113
1,2021-07-03,30-34,2021-06-29 19:06:53,53
1,2021-07-03,35-39,2021-06-29 19:06:53,28
1,2021-07-03,40-44,2021-06-29 19:06:53,30
1,2021-07-03,45-49,2021-06-29 19:06:53,18
1,2021-07-03,50-54,2021-06-29 19:06:53,14
1,2021-07-03,55-59,2021-06-29 19:06:53,16
1,2021-07-03,60-64,2021-06-29 19:06:53,17
1,2021-07-03,65-69,2021-06-29 19:06:53,4
1,2021-07-03,70-74,2021-06-29 19:06:53,2
1,2021-07-03,75-79,2021-06-29 19:06:53,1
1,2021-07-03,80-84,2021-06-29 19:06:53,1
1,2021-07-03,85-n,2021-06-29 19:06:53,2
1,2021-07-04,00-17,2021-06-29 19:06:53,56
1,2021-07-04,18-19,2021-06-29 19:06:53,385
1,2021-07-04,20-24,2021-06-29 19:06:53,531
1,2021-07-04,25-29,2021-06-29 19:06:53,254
1,2021-07-04,30-34,2021-06-29 19:06:53,258
1,2021-07-04,35-39,2021-06-29 19:06:53,233
1,2021-07-04,40-44,2021-06-29 19:06:53,189
1,2021-07-04,45-49,2021-06-29 19:06:53,130
1,2021-07-04,50-54,2021-06-29 19:06:53,95
1,2021-07-04,55-59,2021-06-29 19:06:53,98
1,2021-07-04,60-64,2021-06-29 19:06:53,71
1,2021-07-04,65-69,2021-06-29 19:06:53,34
1,2021-07-04,70-74,2021-06-29 19:06:53,14
1,2021-07-04,75-79,2021-06-29 19:06:53,13
1,2021-07-04,80-84,2021-06-29 19:06:53,7
1,2021-07-04,85-n,2021-06-29 19:06:53,8
1,2021-07-05,00-17,2021-06-29 19:06:53,436
1,2021-07-05,18-19,2021-06-29 19:06:53,139
1,2021-07-05,20-24,2021-06-29 19:06:53,103
1,2021-07-05,25-29,2021-06-29 19:06:53,216
1,2021-07-05,30-34,2021-06-29 19:06:53,277
1,2021-07-05,35-39,2021-06-29 19:06:53,157
1,2021-07-05,40-44,2021-06-29 19:06:53,112
1,2021-07-05,45-49,2021-06-29 19:06:53,72
1,2021-07-05,50-54,2021-06-29 19:06:53,37
1,2021-07-05,55-59,2021-06-29 19:06:53,19
1,2021-07-05,60-64,2021-06-29 19:06:53,7
1,2021-07-05,65-69,2021-06-29 19:06:53,7
1,2021-07-05,70-74,2021-06-29 19:06:53,2
1,2021-07-05,75-79,2021-06-29 19:06:53,2
1,2021-07-05,80-84,2021-06-29 19:06:53,1
1,2021-07-06,00-17,2021-06-29 19:06:53,1
1,2021-07-06,18-19,2021-06-29 19:06:53,3
1,2021-07-06,20-24,2021-06-29 19:06:53,39
1,2021-07-06,25-29,2021-06-29 19:06:53,6
1,2021-07-06,30-34,2021-06-29 19:06:53,7
1,2021-07-06,35-39,2021-06-29 19:06:53,7
1,2021-07-06,40-44,2021-06-29 19:06:53,4
1,2021-07-06,45-49,2021-06-29 19:06:53,7
1,2021-07-06,50-54,2021-06-29 19:06:53,12
1,2021-07-06,55-59,2021-06-29 19:06:53,4
1,2021-07-06,60-64,2021-06-29 19:06:53,1
1,2021-07-06,65-69,2021-06-29 19:06:53,3
1,2021-07-06,70-74,2021-06-29 19:06:53,1
1,2021-07-06,80-84,2021-06-29 19:06:53,1
1,2021-07-07,00-17,2021-06-29 19:06:53,4
1,2021-07-07,18-19,2021-06-29 19:06:53,43
1,2021-07-07,20-24,2021-06-29 19:06:53,144
1,2021-07-07,25-29,2021-06-29 19:06:53,14
1,2021-07-07,30-34,2021-06-29 19:06:53,12
1,2021-07-07,35-39,2021-06-29 19:06:53,7
1,2021-07-07,40-44,2021-06-29 19:06:53,8
1,2021-07-07,45-49,2021-06-29 19:06:53,20
1,2021-07-07,50-54,2021-06-29 19:06:53,12
1,2021-07-07,55-59,2021-06-29 19:06:53,13
1,2021-07-07,60-64,2021-06-29 19:06:53,6
1,2021-07-07,65-69,2021-06-29 19:06:53,6
1,2021-07-07,70-74,2021-06-29 19:06:53,3
1,2021-07-07,75-79,2021-06-29 19:06:53,1
1,2021-07-07,85-n,2021-06-29 19:06:53,1
1,2021-07-08,00-17,2021-06-29 19:06:53,1
1,2021-07-08,18-19,2021-06-29 19:06:53,47
1,2021-07-08,20-24,2021-06-29 19:06:53,12
1,2021-07-08,25-29,2021-06-29 19:06:53,4
1,2021-07-08,30-34,2021-06-29 19:06:53,3
1,2021-07-08,35-39,2021-06-29 19:06:53,4
1,2021-07-08,40-44,2021-06-29 19:06:53,5
1,2021-07-08,45-49,2021-06-29 19:06:53,12
1,2021-07-08,50-54,2021-06-29 19:06:53,7
1,2021-07-08,55-59,2021-06-29 19:06:53,3
1,2021-07-08,60-64,2021-06-29 19:06:53,3
1,2021-07-09,18-19,2021-06-29 19:06:53,4
1,2021-07-09,20-24,2021-06-29 19:06:53,7
1,2021-07-09,25-29,2021-06-29 19:06:53,3
1,2021-07-09,30-34,2021-06-29 19:06:53,1
1,2021-07-09,35-39,2021-06-29 19:06:53,2
1,2021-07-09,40-44,2021-06-29 19:06:53,5
1,2021-07-09,45-49,2021-06-29 19:06:53,6
1,2021-07-09,50-54,2021-06-29 19:06:53,2
1,2021-07-09,55-59,2021-06-29 19:06:53,3
1,2021-07-09,65-69,2021-06-29 19:06:53,2
1,2021-07-09,70-74,2021-06-29 19:06:53,1
2,2021-06-29,00-17,2021-06-29 19:06:53,144
2,2021-06-29,18-19,2021-06-29 19:06:53,238
2,2021-06-29,20-24,2021-06-29 19:06:53,542
2,2021-06-29,25-29,2021-06-29 19:06:53,1075
2,2021-06-29,30-34,2021-06-29 19:06:53,2027
2,2021-06-29,35-39,2021-06-29 19:06:53,2173
2,2021-06-29,40-44,2021-06-29 19:06:53,1537
2,2021-06-29,45-49,2021-06-29 19:06:53,1172
2,2021-06-29,50-54,2021-06-29 19:06:53,980
2,2021-06-29,55-59,2021-06-29 19:06:53,1010
2,2021-06-29,60-64,2021-06-29 19:06:53,520
2,2021-06-29,65-69,2021-06-29 19:06:53,312
2,2021-06-29,70-74,2021-06-29 19:06:53,191
2,2021-06-29,75-79,2021-06-29 19:06:53,99
2,2021-06-29,80-84,2021-06-29 19:06:53,54
2,2021-06-29,85-n,2021-06-29 19:06:53,47
2,2021-06-30,00-17,2021-06-29 19:06:53,290
2,2021-06-30,18-19,2021-06-29 19:06:53,357
2,2021-06-30,20-24,2021-06-29 19:06:53,1095
2,2021-06-30,25-29,2021-06-29 19:06:53,2084
2,2021-06-30,30-34,2021-06-29 19:06:53,3066
2,2021-06-30,35-39,2021-06-29 19:06:53,2158
2,2021-06-30,40-44,2021-06-29 19:06:53,2735
2,2021-06-30,45-49,2021-06-29 19:06:53,2396
2,2021-06-30,50-54,2021-06-29 19:06:53,1464
2,2021-06-30,55-59,2021-06-29 19:06:53,1381
2,2021-06-30,60-64,2021-06-29 19:06:53,697
2,2021-06-30,65-69,2021-06-29 19:06:53,446
2,2021-06-30,70-74,2021-06-29 19:06:53,239
2,2021-06-30,75-79,2021-06-29 19:06:53,145
2,2021-06-30,80-84,2021-06-29 19:06:53,71
