Dávka,Veková skupina,Čas publikovania,Vážený počet registrácii
2,18-19,2021-06-27 19:05:02,10891.113095238094
2,20-24,2021-06-27 19:05:02,31651.166666666373
2,25-29,2021-06-27 19:05:02,32695.783333332853
2,30-34,2021-06-27 19:05:02,30977.860606060258
2,35-39,2021-06-27 19:05:02,26370.36645299169
2,40-44,2021-06-27 19:05:02,35637.23246882479
2,45-49,2021-06-27 19:05:02,33783.275393976706
2,50-54,2021-06-27 19:05:02,19948.97727272723
2,55-59,2021-06-27 19:05:02,17769.82976190494
2,60-64,2021-06-27 19:05:02,8031.368181818155
2,65-69,2021-06-27 19:05:02,6323.499999999959
2,70-74,2021-06-27 19:05:02,3614.500000000005
2,75-79,2021-06-27 19:05:02,1895.0000000000002
2,80-84,2021-06-27 19:05:02,1098.999999999999
2,85-n,2021-06-27 19:05:02,596.9999999999998
1,00-17,2021-06-23 19:05:03,18231.711111111144
1,18-19,2021-06-23 19:05:03,5060.738095238015
1,20-24,2021-06-23 19:05:03,9816.583333333458
1,25-29,2021-06-23 19:05:03,5356.142857142891
1,30-34,2021-06-23 19:05:03,4341.999999999983
1,35-39,2021-06-23 19:05:03,3802.3125000000105
1,40-44,2021-06-23 19:05:03,3541.555555555563
1,45-49,2021-06-23 19:05:03,2944.0000000000205
1,50-54,2021-06-23 19:05:03,2206.000000000006
1,55-59,2021-06-23 19:05:03,1955.8333333333353
1,60-64,2021-06-23 19:05:03,1366.7500000000005
1,65-69,2021-06-23 19:05:03,1000.7500000000005
1,70-74,2021-06-23 19:05:03,575.5000000000005
1,75-79,2021-06-23 19:05:03,251.99999999999994
1,80-84,2021-06-23 19:05:03,162.0
1,85-n,2021-06-23 19:05:03,78.5
2,00-17,2021-06-23 19:05:03,8841.99999999976
2,18-19,2021-06-23 19:05:03,9695.113095238092
2,20-24,2021-06-23 19:05:03,29297.66666666651
2,25-29,2021-06-23 19:05:03,29579.783333333533
2,30-34,2021-06-23 19:05:03,28781.36060606038
2,35-39,2021-06-23 19:05:03,25504.366452991886
2,40-44,2021-06-23 19:05:03,35683.67701578129
2,45-49,2021-06-23 19:05:03,33623.406158388
2,50-54,2021-06-23 19:05:03,19402.4714285713
2,55-59,2021-06-23 19:05:03,17391.913095238426
2,60-64,2021-06-23 19:05:03,7451.118181818126
2,65-69,2021-06-23 19:05:03,5818.999999999971
2,70-74,2021-06-23 19:05:03,3344.5000000000055
2,75-79,2021-06-23 19:05:03,1758.9999999999993
2,80-84,2021-06-23 19:05:03,1021.0000000000015
2,85-n,2021-06-23 19:05:03,558.0000000000002
1,00-17,2021-06-28 19:05:03,12237.000000000053
1,18-19,2021-06-28 19:05:03,3590.00000000003
1,20-24,2021-06-28 19:05:03,6691.9999999999045
1,25-29,2021-06-28 19:05:03,5155.142857142854
1,30-34,2021-06-28 19:05:03,4988.999999999981
1,35-39,2021-06-28 19:05:03,4552.312500000011
1,40-44,2021-06-28 19:05:03,4097.055555555556
1,45-49,2021-06-28 19:05:03,3256.999999999991
1,50-54,2021-06-28 19:05:03,2401.0000000000036
1,55-59,2021-06-28 19:05:03,2118.3333333333367
1,60-64,2021-06-28 19:05:03,1380.7499999999993
1,65-69,2021-06-28 19:05:03,962.8000000000012
1,70-74,2021-06-28 19:05:03,539.0000000000009
1,75-79,2021-06-28 19:05:03,239.00000000000003
1,80-84,2021-06-28 19:05:03,143.99999999999983
1,85-n,2021-06-28 19:05:03,63.0
2,00-17,2021-06-28 19:05:03,13338.999999999882
2,18-19,2021-06-28 19:05:03,11420.11309523802
2,20-24,2021-06-28 19:05:03,32031.16666666667
2,25-29,2021-06-28 19:05:03,32874.7833333332
2,30-34,2021-06-28 19:05:03,31098.860606060538
2,35-39,2021-06-28 19:05:03,26539.366452991766
2,40-44,2021-06-28 19:05:03,35866.04715413992
2,45-49,2021-06-28 19:05:03,33559.778007127316
2,50-54,2021-06-28 19:05:03,20059.477272727105
2,55-59,2021-06-28 19:05:03,18073.829761904923
2,60-64,2021-06-28 19:05:03,8385.368181818121
2,65-69,2021-06-28 19:05:03,6587.299999999967
2,70-74,2021-06-28 19:05:03,3767.5000000000027
2,75-79,2021-06-28 19:05:03,2002.0000000000002
2,80-84,2021-06-28 19:05:03,1162.0000000000007
2,85-n,2021-06-28 19:05:03,634.9999999999998
1,00-17,2021-06-29 19:05:02,11987.00000000002
1,18-19,2021-06-29 19:05:02,3271.0000000000277
1,20-24,2021-06-29 19:05:02,6874.9999999998845
1,25-29,2021-06-29 19:05:02,5470.142857142877
1,30-34,2021-06-29 19:05:02,5295.999999999984
1,35-39,2021-06-29 19:05:02,4955.312500000029
1,40-44,2021-06-29 19:05:02,4487.055555555537
1,45-49,2021-06-29 19:05:02,3620.999999999994
1,50-54,2021-06-29 19:05:02,2629.0000000000036
1,55-59,2021-06-29 19:05:02,2264.33333333333
1,60-64,2021-06-29 19:05:02,1482.7500000000007
1,65-69,2021-06-29 19:05:02,1020.799999999999
1,70-74,2021-06-29 19:05:02,565.6666666666658
1,75-79,2021-06-29 19:05:02,252.99999999999997
1,80-84,2021-06-29 19:05:02,147.00000000000003
1,85-n,2021-06-29 19:05:02,71.00000000000004
2,00-17,2021-06-29 19:05:02,15705.99999999984
2,18-19,2021-06-29 19:05:02,10457.999999999925
2,20-24,2021-06-29 19:05:02,29247.166666666315
2,25-29,2021-06-29 19:05:02,27513.499999999898
2,30-34,2021-06-29 19:05:02,26554.333333333
2,35-39,2021-06-29 19:05:02,22361.666666667224
2,40-44,2021-06-29 19:05:02,27204.55447779366
2,45-49,2021-06-29 19:05:02,19663.2212481964
2,50-54,2021-06-29 19:05:02,11697.732034632127
2,55-59,2021-06-29 19:05:02,11254.583333333394
2,60-64,2021-06-29 19:05:02,7324.818181818147
2,65-69,2021-06-29 19:05:02,6026.633333333297
2,70-74,2021-06-29 19:05:02,3447.500000000003
2,75-79,2021-06-29 19:05:02,1796.9999999999977
2,80-84,2021-06-29 19:05:02,1042.0000000000011
2,85-n,2021-06-29 19:05:02,547.9999999999997
1,00-17,2021-06-30 19:05:02,11433.000000000027
1,18-19,2021-06-30 19:05:02,3374.0000000000327
1,20-24,2021-06-30 19:05:02,7551.999999999871
1,25-29,2021-06-30 19:05:02,6562.142857142867
1,30-34,2021-06-30 19:05:02,6026.999999999947
1,35-39,2021-06-30 19:05:02,5735.645833333312
1,40-44,2021-06-30 19:05:02,5067.055555555522
1,45-49,2021-06-30 19:05:02,4222.999999999982
1,50-54,2021-06-30 19:05:02,2992.999999999994
1,55-59,2021-06-30 19:05:02,2587.333333333333
1,60-64,2021-06-30 19:05:02,1633.7500000000002
1,65-69,2021-06-30 19:05:02,1137.9999999999989
1,70-74,2021-06-30 19:05:02,662.666666666667
1,75-79,2021-06-30 19:05:02,266.9999999999998
1,80-84,2021-06-30 19:05:02,146.00000000000003
1,85-n,2021-06-30 19:05:02,74.00000000000004
2,00-17,2021-06-30 19:05:02,16590.99999999985
2,18-19,2021-06-30 19:05:02,9029.99999999992
2,20-24,2021-06-30 19:05:02,25054.166666666406
2,25-29,2021-06-30 19:05:02,21000.883333333288
2,30-34,2021-06-30 19:05:02,22289.083333333332
2,35-39,2021-06-30 19:05:02,19641.066666666902
2,40-44,2021-06-30 19:05:02,25493.98074319469
2,45-49,2021-06-30 19:05:02,18805.34405521404
2,50-54,2021-06-30 19:05:02,10770.182034632087
2,55-59,2021-06-30 19:05:02,10225.900000000021
2,60-64,2021-06-30 19:05:02,6486.818181818142
2,65-69,2021-06-30 19:05:02,5359.133333333342
2,70-74,2021-06-30 19:05:02,3086.5000000000036
2,75-79,2021-06-30 19:05:02,1589.9999999999977
2,80-84,2021-06-30 19:05:02,916.0000000000014
2,85-n,2021-06-30 19:05:02,513.9999999999998
1,00-17,2021-07-01 19:05:02,9494.000000000022
1,18-19,2021-07-01 19:05:02,3045.0000000000314
1,20-24,2021-07-01 19:05:02,6473.999999999937
1,25-29,2021-07-01 19:05:02,5389.142857142879
1,30-34,2021-07-01 19:05:02,4884.9999999999745
1,35-39,2021-07-01 19:05:02,4629.312500000013
1,40-44,2021-07-01 19:05:02,4094.0555555555597
1,45-49,2021-07-01 19:05:02,3466.9999999999964
1,50-54,2021-07-01 19:05:02,2406.99999999999
1,55-59,2021-07-01 19:05:02,1951.333333333335
1,60-64,2021-07-01 19:05:02,1222.7500000000014
1,65-69,2021-07-01 19:05:02,862.0
1,70-74,2021-07-01 19:05:02,513.6666666666661
1,75-79,2021-07-01 19:05:02,216.00000000000006
1,80-84,2021-07-01 19:05:02,94.99999999999994
1,85-n,2021-07-01 19:05:02,53.00000000000004
2,00-17,2021-07-01 19:05:02,17642.999999999804
2,18-19,2021-07-01 19:05:02,9339.999999999849
2,20-24,2021-07-01 19:05:02,26503.16666666652
2,25-29,2021-07-01 19:05:02,22069.88333333378
2,30-34,2021-07-01 19:05:02,22668.083333333427
2,35-39,2021-07-01 19:05:02,19722.066666666793
2,40-44,2021-07-01 19:05:02,25792.17378348829
2,45-49,2021-07-01 19:05:02,19300.68849965849
2,50-54,2021-07-01 19:05:02,11072.432034632091
2,55-59,2021-07-01 19:05:02,10524.90000000007
2,60-64,2021-07-01 19:05:02,6673.8181818181465
2,65-69,2021-07-01 19:05:02,5526.133333333344
2,70-74,2021-07-01 19:05:02,3177.0000000000027
2,75-79,2021-07-01 19:05:02,1632.9999999999977
2,80-84,2021-07-01 19:05:02,936.0000000000016
2,85-n,2021-07-01 19:05:02,534.9999999999999
1,00-17,2021-07-02 19:05:02,8247.000000000007
1,18-19,2021-07-02 19:05:02,2910.000000000016
1,20-24,2021-07-02 19:05:02,6559.999999999928
1,25-29,2021-07-02 19:05:02,5291.999999999975
1,30-34,2021-07-02 19:05:02,4871.999999999959
1,35-39,2021-07-02 19:05:02,4536.000000000016
1,40-44,2021-07-02 19:05:02,3924.000000000004
1,45-49,2021-07-02 19:05:02,3246.999999999999
1,50-54,2021-07-02 19:05:02,2179.9999999999973
1,55-59,2021-07-02 19:05:02,1727.0000000000023
1,60-64,2021-07-02 19:05:02,1063.7500000000027
1,65-69,2021-07-02 19:05:02,793.9999999999999
1,70-74,2021-07-02 19:05:02,462.66666666666663
1,75-79,2021-07-02 19:05:02,190.0
1,80-84,2021-07-02 19:05:02,87.99999999999994
1,85-n,2021-07-02 19:05:02,52.000000000000014
2,00-17,2021-07-02 19:05:02,18604.99999999975
2,18-19,2021-07-02 19:05:02,9858.999999999975
2,20-24,2021-07-02 19:05:02,27092.166666666402
2,25-29,2021-07-02 19:05:02,22544.083333333663
2,30-34,2021-07-02 19:05:02,23119.083333333318
2,35-39,2021-07-02 19:05:02,20033.066666667124
2,40-44,2021-07-02 19:05:02,25920.397196185913
2,45-49,2021-07-02 19:05:02,19396.77183299187
2,50-54,2021-07-02 19:05:02,11155.432034632064
2,55-59,2021-07-02 19:05:02,10597.900000000009
2,60-64,2021-07-02 19:05:02,6738.818181818151
2,65-69,2021-07-02 19:05:02,5524.13333333335
2,70-74,2021-07-02 19:05:02,3184.0000000000027
2,75-79,2021-07-02 19:05:02,1648.9999999999961
2,80-84,2021-07-02 19:05:02,955.0000000000019
2,85-n,2021-07-02 19:05:02,552.0
1,00-17,2021-07-03 19:05:02,8008.000000000006
1,18-19,2021-07-03 19:05:02,2942.0000000000014
1,20-24,2021-07-03 19:05:02,6694.999999999982
1,25-29,2021-07-03 19:05:02,5436.999999999974
1,30-34,2021-07-03 19:05:02,4956.999999999948
1,35-39,2021-07-03 19:05:02,4581.000000000019
1,40-44,2021-07-03 19:05:02,4106.9999999999845
1,45-49,2021-07-03 19:05:02,3235.999999999996
1,50-54,2021-07-03 19:05:02,2184.9999999999964
1,55-59,2021-07-03 19:05:02,1826.0
1,60-64,2021-07-03 19:05:02,1119.7500000000027
1,65-69,2021-07-03 19:05:02,826.0
1,70-74,2021-07-03 19:05:02,487.6666666666666
1,75-79,2021-07-03 19:05:02,196.99999999999994
1,80-84,2021-07-03 19:05:02,89.99999999999996
1,85-n,2021-07-03 19:05:02,55.000000000000014
2,00-17,2021-07-03 19:05:02,19287.99999999971
2,18-19,2021-07-03 19:05:02,10065.999999999893
2,20-24,2021-07-03 19:05:02,27494.16666666629
2,25-29,2021-07-03 19:05:02,22872.083333333678
2,30-34,2021-07-03 19:05:02,23500.08333333321
2,35-39,2021-07-03 19:05:02,20424.06666666689
2,40-44,2021-07-03 19:05:02,26396.675695464713
2,45-49,2021-07-03 19:05:02,19748.271832991955
2,50-54,2021-07-03 19:05:02,11405.432034632135
2,55-59,2021-07-03 19:05:02,10862.47142857147
2,60-64,2021-07-03 19:05:02,6925.818181818144
2,65-69,2021-07-03 19:05:02,5655.133333333342
2,70-74,2021-07-03 19:05:02,3241.0000000000023
2,75-79,2021-07-03 19:05:02,1689.9999999999964
2,80-84,2021-07-03 19:05:02,977.0000000000015
2,85-n,2021-07-03 19:05:02,558.0
1,00-17,2021-07-04 19:05:02,8407.000000000005
1,18-19,2021-07-04 19:05:02,3065.000000000002
1,20-24,2021-07-04 19:05:02,7208.333333333269
1,25-29,2021-07-04 19:05:02,5946.999999999967
1,30-34,2021-07-04 19:05:02,5462.999999999938
1,35-39,2021-07-04 19:05:02,5077.999999999993
1,40-44,2021-07-04 19:05:02,4607.99999999996
1,45-49,2021-07-04 19:05:02,3629.0000000000014
1,50-54,2021-07-04 19:05:02,2456.999999999996
1,55-59,2021-07-04 19:05:02,2062.9999999999977
1,60-64,2021-07-04 19:05:02,1230.750000000002
1,65-69,2021-07-04 19:05:02,879.0000000000005
1,70-74,2021-07-04 19:05:02,511.66666666666623
1,75-79,2021-07-04 19:05:02,214.99999999999997
1,80-84,2021-07-04 19:05:02,90.99999999999996
1,85-n,2021-07-04 19:05:02,53.00000000000003
2,00-17,2021-07-04 19:05:02,19708.99999999986
2,18-19,2021-07-04 19:05:02,10438.99999999997
2,20-24,2021-07-04 19:05:02,28603.16666666687
2,25-29,2021-07-04 19:05:02,23910.08333333362
2,30-34,2021-07-04 19:05:02,24546.08333333363
2,35-39,2021-07-04 19:05:02,21195.066666666684
2,40-44,2021-07-04 19:05:02,27028.359028798266
2,45-49,2021-07-04 19:05:02,20295.605166325262
2,50-54,2021-07-04 19:05:02,11838.432034632164
2,55-59,2021-07-04 19:05:02,11280.471428571524
2,60-64,2021-07-04 19:05:02,7167.818181818147
2,65-69,2021-07-04 19:05:02,5776.133333333338
2,70-74,2021-07-04 19:05:02,3329.0000000000023
2,75-79,2021-07-04 19:05:02,1745.9999999999966
2,80-84,2021-07-04 19:05:02,1005.0000000000017
2,85-n,2021-07-04 19:05:02,576.9999999999999
1,00-17,2021-07-05 19:05:02,8927.000000000005
1,18-19,2021-07-05 19:05:02,3281.9999999999714
1,20-24,2021-07-05 19:05:02,7835.999999999924
1,25-29,2021-07-05 19:05:02,6500.999999999995
1,30-34,2021-07-05 19:05:02,6049.999999999929
1,35-39,2021-07-05 19:05:02,5554.9999999999745
1,40-44,2021-07-05 19:05:02,5075.999999999971
1,45-49,2021-07-05 19:05:02,4050.9999999999964
1,50-54,2021-07-05 19:05:02,2708.999999999998
1,55-59,2021-07-05 19:05:02,2282.9999999999977
1,60-64,2021-07-05 19:05:02,1352.7499999999993
1,65-69,2021-07-05 19:05:02,938.000000000001
1,70-74,2021-07-05 19:05:02,529.6666666666662
1,75-79,2021-07-05 19:05:02,225.00000000000006
1,80-84,2021-07-05 19:05:02,92.99999999999999
1,85-n,2021-07-05 19:05:02,56.00000000000003
2,00-17,2021-07-05 19:05:02,20173.999999999778
2,18-19,2021-07-05 19:05:02,10691.999999999953
2,20-24,2021-07-05 19:05:02,29419.666666666904
2,25-29,2021-07-05 19:05:02,24545.083333333652
2,30-34,2021-07-05 19:05:02,25180.083333333576
2,35-39,2021-07-05 19:05:02,21841.06666666663
2,40-44,2021-07-05 19:05:02,27623.359028798157
2,45-49,2021-07-05 19:05:02,20743.988499658677
2,50-54,2021-07-05 19:05:02,12324.432034632182
2,55-59,2021-07-05 19:05:02,11740.638095238242
2,60-64,2021-07-05 19:05:02,7411.818181818154
2,65-69,2021-07-05 19:05:02,5908.133333333334
2,70-74,2021-07-05 19:05:02,3386.9999999999986
2,75-79,2021-07-05 19:05:02,1796.9999999999964
2,80-84,2021-07-05 19:05:02,1048.0000000000018
2,85-n,2021-07-05 19:05:02,596.9999999999999
1,00-17,2021-07-06 19:05:03,8839.00000000004
1,18-19,2021-07-06 19:05:03,3401.999999999986
1,20-24,2021-07-06 19:05:03,8321.999999999933
1,25-29,2021-07-06 19:05:03,6901.999999999986
1,30-34,2021-07-06 19:05:03,6423.999999999905
1,35-39,2021-07-06 19:05:03,5952.000000000006
1,40-44,2021-07-06 19:05:03,5449.999999999938
1,45-49,2021-07-06 19:05:03,4213.999999999988
1,50-54,2021-07-06 19:05:03,2795.0000000000036
1,55-59,2021-07-06 19:05:03,2365.0
1,60-64,2021-07-06 19:05:03,1351.7499999999993
1,65-69,2021-07-06 19:05:03,916.0000000000008
1,70-74,2021-07-06 19:05:03,546.6666666666662
1,75-79,2021-07-06 19:05:03,236.99999999999997
1,80-84,2021-07-06 19:05:03,101.99999999999996
1,85-n,2021-07-06 19:05:03,57.00000000000003
2,00-17,2021-07-06 19:05:03,22858.99999999979
2,18-19,2021-07-06 19:05:03,10764.999999999953
2,20-24,2021-07-06 19:05:03,28696.0000000003
2,25-29,2021-07-06 19:05:03,22443.50000000031
2,30-34,2021-07-06 19:05:03,22645.45833333383
2,35-39,2021-07-06 19:05:03,18348.000000000193
2,40-44,2021-07-06 19:05:03,23011.325534351134
2,45-49,2021-07-06 19:05:03,15640.640476190796
2,50-54,2021-07-06 19:05:03,9973.774891774894
2,55-59,2021-07-06 19:05:03,9890.166666666759
2,60-64,2021-07-06 19:05:03,7142.818181818164
2,65-69,2021-07-06 19:05:03,5694.133333333341
2,70-74,2021-07-06 19:05:03,3248.999999999992
2,75-79,2021-07-06 19:05:03,1716.9999999999948
2,80-84,2021-07-06 19:05:03,1017.0000000000026
2,85-n,2021-07-06 19:05:03,565.9999999999997
1,00-17,2021-07-08 08:06:01,6695.000000000007
1,18-19,2021-07-08 08:06:01,2894.9999999999895
1,20-24,2021-07-08 08:06:01,6538.999999999946
1,25-29,2021-07-08 08:06:01,5458.999999999982
1,30-34,2021-07-08 08:06:01,5151.999999999948
1,35-39,2021-07-08 08:06:01,4523.000000000037
1,40-44,2021-07-08 08:06:01,4270.999999999972
1,45-49,2021-07-08 08:06:01,3411.9999999999736
1,50-54,2021-07-08 08:06:01,2321.9999999999995
1,55-59,2021-07-08 08:06:01,2004.9999999999973
1,60-64,2021-07-08 08:06:01,1187.750000000003
1,65-69,2021-07-08 08:06:01,843.0000000000001
1,70-74,2021-07-08 08:06:01,500.66666666666475
1,75-79,2021-07-08 08:06:01,196.99999999999997
1,80-84,2021-07-08 08:06:01,81.99999999999997
1,85-n,2021-07-08 08:06:01,50.00000000000003
2,00-17,2021-07-08 08:06:01,23092.99999999966
2,18-19,2021-07-08 08:06:01,9332.000000000055
2,20-24,2021-07-08 08:06:01,21417.00000000028
2,25-29,2021-07-08 08:06:01,17023.499999999804
2,30-34,2021-07-08 08:06:01,17150.3333333334
2,35-39,2021-07-08 08:06:01,15309.000000000107
2,40-44,2021-07-08 08:06:01,17627.883369408548
2,45-49,2021-07-08 08:06:01,12282.005555555714
2,50-54,2021-07-08 08:06:01,8403.310606060588
2,55-59,2021-07-08 08:06:01,8401.166666666733
2,60-64,2021-07-08 08:06:01,6073.818181818167
2,65-69,2021-07-08 08:06:01,4620.13333333334
2,70-74,2021-07-08 08:06:01,2706.9999999999986
2,75-79,2021-07-08 08:06:01,1427.9999999999995
2,80-84,2021-07-08 08:06:01,823.0000000000001
2,85-n,2021-07-08 08:06:01,487.0
1,00-17,2021-07-08 19:05:02,6066.000000000005
1,18-19,2021-07-08 19:05:02,1911.9999999999868
1,20-24,2021-07-08 19:05:02,4248.9999999999945
1,25-29,2021-07-08 19:05:02,3374.9999999999914
1,30-34,2021-07-08 19:05:02,2715.0000000000036
1,35-39,2021-07-08 19:05:02,2120.9999999999973
1,40-44,2021-07-08 19:05:02,1969.9999999999993
1,45-49,2021-07-08 19:05:02,1554.9999999999982
1,50-54,2021-07-08 19:05:02,1103.9999999999984
1,55-59,2021-07-08 19:05:02,1000.9999999999997
1,60-64,2021-07-08 19:05:02,701.7499999999998
1,65-69,2021-07-08 19:05:02,504.0000000000004
1,70-74,2021-07-08 19:05:02,310.6666666666666
1,75-79,2021-07-08 19:05:02,140.00000000000006
1,80-84,2021-07-08 19:05:02,54.99999999999999
1,85-n,2021-07-08 19:05:02,28.999999999999996
2,00-17,2021-07-08 19:05:02,22904.999999999705
2,18-19,2021-07-08 19:05:02,8526.999999999975
2,20-24,2021-07-08 19:05:02,19914.000000000135
2,25-29,2021-07-08 19:05:02,17145.499999999825
2,30-34,2021-07-08 19:05:02,16787.333333333485
2,35-39,2021-07-08 19:05:02,15072.000000000064
2,40-44,2021-07-08 19:05:02,17655.021464646663
2,45-49,2021-07-08 19:05:02,12236.67222222238
2,50-54,2021-07-08 19:05:02,8279.310606060597
2,55-59,2021-07-08 19:05:02,8126.500000000005
2,60-64,2021-07-08 19:05:02,5580.818181818162
2,65-69,2021-07-08 19:05:02,4086.466666666662
2,70-74,2021-07-08 19:05:02,2325.9999999999995
2,75-79,2021-07-08 19:05:02,1275.999999999999
2,80-84,2021-07-08 19:05:02,733.0000000000003
2,85-n,2021-07-08 19:05:02,442.0
1,00-17,2021-07-09 19:05:02,5742.999999999999
1,18-19,2021-07-09 19:05:02,1774.9999999999854
1,20-24,2021-07-09 19:05:02,3984.0000000000077
1,25-29,2021-07-09 19:05:02,2776.0
1,30-34,2021-07-09 19:05:02,2094.999999999984
1,35-39,2021-07-09 19:05:02,1700.0000000000002
1,40-44,2021-07-09 19:05:02,1409.0000000000005
1,45-49,2021-07-09 19:05:02,1186.999999999998
1,50-54,2021-07-09 19:05:02,926.0000000000015
1,55-59,2021-07-09 19:05:02,860.0000000000001
1,60-64,2021-07-09 19:05:02,582.7499999999997
1,65-69,2021-07-09 19:05:02,447.0000000000001
1,70-74,2021-07-09 19:05:02,287.66666666666663
1,75-79,2021-07-09 19:05:02,115.0
1,80-84,2021-07-09 19:05:02,50.99999999999999
1,85-n,2021-07-09 19:05:02,27.999999999999996
2,00-17,2021-07-09 19:05:02,24799.999999999618
2,18-19,2021-07-09 19:05:02,9142.000000000045
2,20-24,2021-07-09 19:05:02,21582.00000000016
2,25-29,2021-07-09 19:05:02,18462.999999999905
2,30-34,2021-07-09 19:05:02,18091.333333333576
2,35-39,2021-07-09 19:05:02,16197.0
2,40-44,2021-07-09 19:05:02,18514.90281662798
2,45-49,2021-07-09 19:05:02,13114.922222222365
2,50-54,2021-07-09 19:05:02,8800.643939393884
2,55-59,2021-07-09 19:05:02,8550.500000000067
2,60-64,2021-07-09 19:05:02,5851.818181818172
2,65-69,2021-07-09 19:05:02,4292.466666666671
2,70-74,2021-07-09 19:05:02,2442.9999999999945
2,75-79,2021-07-09 19:05:02,1338.9999999999998
2,80-84,2021-07-09 19:05:02,756.0000000000005
2,85-n,2021-07-09 19:05:02,457.0
1,00-17,2021-07-10 19:05:02,5386.000000000003
1,18-19,2021-07-10 19:05:02,1718.9999999999877
1,20-24,2021-07-10 19:05:02,4001.000000000027
1,25-29,2021-07-10 19:05:02,2763.000000000002
1,30-34,2021-07-10 19:05:02,1825.9999999999932
1,35-39,2021-07-10 19:05:02,1533.9999999999982
1,40-44,2021-07-10 19:05:02,1425.9999999999993
1,45-49,2021-07-10 19:05:02,1211.9999999999968
1,50-54,2021-07-10 19:05:02,870.000000000001
1,55-59,2021-07-10 19:05:02,810.0000000000006
1,60-64,2021-07-10 19:05:02,571.7499999999997
1,65-69,2021-07-10 19:05:02,455.99999999999807
1,70-74,2021-07-10 19:05:02,292.66666666666646
1,75-79,2021-07-10 19:05:02,116.99999999999999
1,80-84,2021-07-10 19:05:02,50.0
1,85-n,2021-07-10 19:05:02,22.999999999999996
2,00-17,2021-07-10 19:05:02,25036.999999999836
2,18-19,2021-07-10 19:05:02,9286.000000000067
2,20-24,2021-07-10 19:05:02,21865.000000000095
2,25-29,2021-07-10 19:05:02,18816.500000000004
2,30-34,2021-07-10 19:05:02,18413.3333333334
2,35-39,2021-07-10 19:05:02,16453.00000000017
2,40-44,2021-07-10 19:05:02,18466.131388056583
2,45-49,2021-07-10 19:05:02,13213.77222222227
2,50-54,2021-07-10 19:05:02,9000.56060606057
2,55-59,2021-07-10 19:05:02,8685.500000000044
2,60-64,2021-07-10 19:05:02,5974.818181818181
2,65-69,2021-07-10 19:05:02,4366.466666666671
2,70-74,2021-07-10 19:05:02,2471.999999999996
2,75-79,2021-07-10 19:05:02,1353.0
2,80-84,2021-07-10 19:05:02,757.000000000001
2,85-n,2021-07-10 19:05:02,461.0
1,00-17,2021-07-11 19:05:02,5436.000000000003
1,18-19,2021-07-11 19:05:02,1738.9999999999875
1,20-24,2021-07-11 19:05:02,4127.0000000000155
1,25-29,2021-07-11 19:05:02,2966.999999999997
1,30-34,2021-07-11 19:05:02,2052.9999999999877
1,35-39,2021-07-11 19:05:02,1688.9999999999975
1,40-44,2021-07-11 19:05:02,1555.9999999999961
1,45-49,2021-07-11 19:05:02,1314.9999999999964
1,50-54,2021-07-11 19:05:02,969.0000000000014
1,55-59,2021-07-11 19:05:02,898.0000000000008
1,60-64,2021-07-11 19:05:02,614.7499999999999
1,65-69,2021-07-11 19:05:02,468.99999999999807
1,70-74,2021-07-11 19:05:02,297.66666666666646
1,75-79,2021-07-11 19:05:02,121.00000000000003
1,80-84,2021-07-11 19:05:02,47.0
1,85-n,2021-07-11 19:05:02,29.999999999999996
2,00-17,2021-07-11 19:05:02,25925.999999999713
2,18-19,2021-07-11 19:05:02,9920.00000000006
2,20-24,2021-07-11 19:05:02,23099.999999999964
2,25-29,2021-07-11 19:05:02,19661.50000000017
2,30-34,2021-07-11 19:05:02,19135.333333333292
2,35-39,2021-07-11 19:05:02,17006.000000000146
2,40-44,2021-07-11 19:05:02,19101.60995948532
2,45-49,2021-07-11 19:05:02,13842.77222222236
2,50-54,2021-07-11 19:05:02,9431.31060606064
2,55-59,2021-07-11 19:05:02,9025.500000000056
2,60-64,2021-07-11 19:05:02,6202.484848484823
2,65-69,2021-07-11 19:05:02,4603.466666666672
2,70-74,2021-07-11 19:05:02,2591.9999999999936
2,75-79,2021-07-11 19:05:02,1394.0000000000011
2,80-84,2021-07-11 19:05:02,778.0000000000005
2,85-n,2021-07-11 19:05:02,481.0
1,00-17,2021-07-12 13:30:25,5573.999999999995
1,18-19,2021-07-12 13:30:25,1752.9999999999845
1,20-24,2021-07-12 13:30:25,4225.999999999987
1,25-29,2021-07-12 13:30:25,3085.999999999993
1,30-34,2021-07-12 13:30:25,2265.999999999984
1,35-39,2021-07-12 13:30:25,1893.9999999999914
1,40-44,2021-07-12 13:30:25,1730.999999999989
1,45-49,2021-07-12 13:30:25,1413.999999999996
1,50-54,2021-07-12 13:30:25,1034.0000000000011
1,55-59,2021-07-12 13:30:25,937.0
1,60-64,2021-07-12 13:30:25,637.7499999999998
1,65-69,2021-07-12 13:30:25,495.99999999999795
1,70-74,2021-07-12 13:30:25,316.6666666666665
1,75-79,2021-07-12 13:30:25,129.0
1,80-84,2021-07-12 13:30:25,55.99999999999997
1,85-n,2021-07-12 13:30:25,26.999999999999996
2,00-17,2021-07-12 13:30:25,27434.99999999973
2,18-19,2021-07-12 13:30:25,10306.000000000084
2,20-24,2021-07-12 13:30:25,24009.999999999687
2,25-29,2021-07-12 13:30:25,20478.499999999916
2,30-34,2021-07-12 13:30:25,19831.333333333267
2,35-39,2021-07-12 13:30:25,17588.000000000135
